Year,ClusterLabels,median,std,n,se
2007,Mining Exporters,-1.138,0.7467548459836065,5,0.333958919629346
2007,Mixed Producers 1,-1.542,0.6802367235014588,2,0.48100000000000004
2007,Oil Exporters,-0.92,0.7092697684207361,14,0.18956031915906357
2007,Petrostates,-0.1835,0.5866490432959045,6,0.2394984690278138
2008,Diversified Producers,-0.1,0.8397608162872502,21,0.18325083363305852
2008,Mining Exporters,-1.126,0.6258816181994803,5,0.27990276883232146
2008,Mixed Producers 1,-1.2679999999999998,1.2148094500784885,2,0.8589999999999999
2008,Oil Exporters,-1.0585,0.6605835914694531,14,0.17654839104309564
2008,Petrostates,-0.5055000000000001,0.5890736513091267,6,0.24048831110425675
2009,Diversified Producers,-0.213,0.8615992853823804,21,0.18801637828498177
2009,Mining Exporters,-0.844,0.7442766958598126,5,0.33285065720229545
2009,Mixed Producers 1,-1.0175,1.2027886347983174,2,0.8505
2009,Oil Exporters,-1.1395,0.6183055585519701,14,0.16524911145995477
2009,Petrostates,-0.38849999999999996,0.6445887577879921,6,0.26315225841917284
2010,Diversified Producers,-0.264,0.8212863777548697,21,0.17921938063322793
2010,Mining Exporters,-1.163,0.5695054872430994,5,0.2546905966069419
2010,Mixed Producers 1,-1.3485,1.0783378413094853,2,0.7625000000000002
2010,Oil Exporters,-0.6445000000000001,0.7991180165630134,14,0.2135732735412243
2010,Petrostates,-0.3405,0.7407996805254892,6,0.30243020315070684
2011,Diversified Producers,-0.216,0.7687142171308188,21,0.16774719465669982
2011,Mining Exporters,-1.133,0.5777687253564353,5,0.25838602903407915
2011,Mixed Producers 1,-0.8660000000000001,0.6901362184380704,2,0.488
2011,Oil Exporters,-0.724,0.5594830620343181,14,0.14952813798825781
2011,Petrostates,-0.1545,0.8611939193158917,6,0.3515809453185868
2012,Diversified Producers,-0.178,0.8091800729603952,21,0.17657756834242383
2012,Mining Exporters,-0.912,0.5444578036909747,5,0.24348893198665109
2012,Mixed Producers 1,-1.1805,0.5564930367938129,2,0.39349999999999996
2012,Oil Exporters,-0.8945,0.7866773812674432,14,0.21024837390195067
2012,Petrostates,-0.3645,0.7205798822244948,6,0.29417550506080176
2013,Diversified Producers,-0.174,0.8350015141132551,21,0.18221226875365373
2013,Mining Exporters,-1.06,0.5605352798887863,5,0.25067899792363935
2013,Mixed Producers 1,-1.3900000000000001,0.8966113985445422,2,0.6339999999999999
2013,Oil Exporters,-1.057,0.785219186170123,14,0.20985865486929023
2013,Petrostates,-0.2995,0.7476070491909504,6,0.3052092997709387
2014,Diversified Producers,-0.085,0.8689539469412414,21,0.18962129701375616
2014,Mining Exporters,-1.4620000000000002,0.5800623242376634,5,0.2594117576363878
2014,Mixed Producers 1,-0.966,0.1442497833620557,2,0.10200000000000001
2014,Oil Exporters,-0.8855,0.9250168278837592,14,0.2472211462101048
2014,Petrostates,-0.376,0.6800230633343745,6,0.2776182530822576
2015,Diversified Producers,-0.203,0.839630270104759,21,0.18322234612053695
2015,Mining Exporters,-1.222,0.5332923213398071,5,0.23849557647889405
2015,Mixed Producers 1,-1.3535,0.2368807716974934,2,0.16749999999999995
2015,Oil Exporters,-0.9365,0.6671099222404419,14,0.17829262631008136
2015,Petrostates,-0.16749999999999998,0.7208822372620927,6,0.29429894098801423
2016,Diversified Producers,-0.174,0.898751056691875,21,0.19612355943866977
2016,Mining Exporters,-0.959,0.5346178074101161,5,0.23908835187018207
2016,Mixed Producers 1,-1.2565,0.5649783181680514,2,0.39949999999999997
2016,Oil Exporters,-0.7404999999999999,0.6918240621480528,14,0.18489775803458686
2016,Petrostates,-0.16399999999999998,0.5142275760789186,6,0.2099325288435946
2017,Diversified Producers,-0.058,0.8657516580020701,21,0.18892250027752416
2017,Mining Exporters,-1.148,0.6048154263905643,5,0.2704816814499644
2017,Mixed Producers 1,-0.9935,0.9694433970067566,2,0.6854999999999999
2017,Oil Exporters,-0.8165,0.7023274180877479,14,0.18770489798727802
2017,Petrostates,-0.1625,0.5966281086237892,6,0.24357240538834996
2018,Diversified Producers,-0.081,0.9107639049041142,21,0.1987449778312698
2018,Mining Exporters,-1.162,0.5166780428855091,5,0.23106544527470999
2018,Mixed Producers 1,-0.852,0.668923015002474,2,0.473
2018,Oil Exporters,-1.1444999999999999,0.7804262149127724,14,0.20857767941860017
2018,Petrostates,-0.069,0.7585105800184992,6,0.3096606475913055
2019,Diversified Producers,-0.135,0.8725584302989194,21,0.19040785976745941
2019,Mining Exporters,-1.332,0.45290032015886234,5,0.2025431805813269
2019,Mixed Producers 1,-1.2349999999999999,0.5458864350760148,2,0.386
2019,Oil Exporters,-1.1440000000000001,0.8515271510709386,14,0.22758020391736766
2019,Petrostates,0.029,0.5831743021315897,6,0.23807991188767788
