Country Code,Year,Bucket,prod_usd,Country Name,Population,"GDP per capita (constant prices, PPP)",prod_pc,prod_pct_gdp
RUS,2010,Natural Gas,137222723815.42735,Russian Federation,142849468.0,24059.809095938377,960.6106745558714,3.99259474888367
SAU,2010,Natural Gas,19097175667.644653,Saudi Arabia,23978487.0,25812.33029048997,796.4295523585226,3.085461651061977
SYR,2010,Natural Gas,1932248367.6980495,,,,,
THA,2010,Natural Gas,7731585042.631369,Thailand,68579447.0,19552.663073587388,112.7390986782289,0.5765920389152612
TKM,2010,Natural Gas,9202158582.009722,,,,,
TTO,2010,Natural Gas,9240043235.16017,Trinidad and Tobago,1317714.0,49821.64301033982,7012.176568785161,14.07455905725525
UKR,2010,Natural Gas,4455233758.889762,Ukraine,46456003.0,17518.68195012225,95.90221868398282,0.5474282766079533
USA,2010,Natural Gas,131895755107.57571,United States,309378227.0,47061.57135853911,426.3252666050598,0.9058882954780578
UZB,2010,Natural Gas,13104240605.5815,Uzbekistan,28385506.0,7613.940381633547,461.6525280747681,6.063253781030027
VEN,2010,Natural Gas,6983227399.7074995,"Venezuela, RB",28813101.0,5803.085869802948,242.3629237168016,4.176449033400766
VNM,2010,Natural Gas,2080614551.799935,Viet Nam,87455152.0,13960.47665970898,23.790645882130935,0.1704142807014075
ARE,2011,Natural Gas,16931483989.329662,United Arab Emirates,7104538.0,47346.33325371084,2383.1928253926803,5.033531979387007
ARG,2011,Natural Gas,12521869291.409388,Argentina,41730660.0,24647.633,300.06401268058994,1.2174151273697962
AUS,2011,Natural Gas,18077245036.72197,Australia,22340024.0,46596.854,809.1864644694191,1.7365688775242618
AZE,2011,Natural Gas,5304140304.324826,Azerbaijan,9173082.0,13999.772,578.2288116823578,4.13027306217814
BGD,2011,Natural Gas,6501037263.230018,Bangladesh,153591076.0,3822.165000000001,42.32692049914422,1.1074069408082645
BHR,2011,Natural Gas,4191041925.87277,Bahrain,1195020.0,47228.895,3507.089359067438,7.42572816718968
BOL,2011,Natural Gas,4991106940.363534,Bolivia,10348929.0,6860.401,482.2824603747435,7.029945631089838
BRA,2011,Natural Gas,5719144511.055208,Brazil,195284734.0,15782.775,29.286183276646746,0.1855578836842491
BRN,2011,Natural Gas,4142807983.9273705,Brunei Darussalam,399389.0,69442.769,10372.864510357998,14.937285277835045
CAN,2011,Natural Gas,50153856359.360985,Canada,34339221.0,42267.49556141419,1460.5414712046318,3.4554719928520052
CHN,2011,Natural Gas,35245700891.16777,China,1345035000.0,15966.34791173281,26.204300178930488,0.16412206676064198
COL,2011,Natural Gas,3501093728.6921625,Colombia,45259614.0,22413.520623802666,77.35580176826436,0.3451300804841619
DEU,2011,Natural Gas,3474403366.565217,Germany,80274983.0,48733.98991996662,43.28127190715465,0.08881126289522633
DNK,2011,Natural Gas,2276482046.2887106,Denmark,5570572.0,49800.90592269726,408.6621708306994,0.8205918411705991
DZA,2011,Natural Gas,26425824185.26272,Algeria,36903376.0,12410.163,716.0814822270655,5.770121490161455
EGY,2011,Natural Gas,19634855333.19555,"Egypt, Arab Rep.",91093059.0,6784.3508894111255,215.54721675551096,3.1771236521968906
GBR,2011,Natural Gas,15298843079.609026,United Kingdom,63258810.0,49158.00930698234,241.84525569812374,0.4919752835958968
IDN,2011,Natural Gas,29690980802.096226,Indonesia,249470032.0,5268.7573915776575,119.01622236572378,2.2589049660167784
IND,2011,Natural Gas,14253368686.941088,India,1261224954.0,12014.095719699046,11.301210495190604,0.09406625982395371
IRN,2011,Natural Gas,50125615407.77182,"Iran, Islamic Rep.",78383598.0,12347.65949552491,639.4911268014492,5.179047308789299
IRQ,2011,Natural Gas,2092161371.247549,Iraq,32161424.0,10930.256123721509,65.051888599446,0.595154293395435
ISR,2011,Natural Gas,1342250680.8871384,Israel,7765800.0,54572.33875643824,172.84126308778727,0.316719545151244
ITA,2011,Natural Gas,2671781495.911011,Italy,60026841.0,51648.28476398464,44.50978014836748,0.08617862210093186
KAZ,2011,Natural Gas,9519345111.781033,Kazakhstan,17066002.0,14577.832204026858,557.7958511771552,3.8263292056762346
KWT,2011,Natural Gas,4268153014.515962,Kuwait,3132814.0,47251.51732511463,1362.4023049296773,2.8832985310411345
LBY,2011,Natural Gas,2477376925.221524,Libya,6343203.0,10506.147678613605,390.55614729995614,3.717405839392257
MEX,2011,Natural Gas,17296236082.893196,Mexico,115243504.0,21826.095895766724,150.0842605661591,0.6876367687693914
