month,zone_class,trips,sum_fare,sum_pay,sum_cbd,fare_per_trip,pay_per_trip,cbd_fee_per_trip
2025-01-01,airport,565556,33802472.7,25791727.619999997,269455.5,59.768568806625694,45.60419767450084,0.47644353521136723
2025-01-01,buffer,517059,15766104.43,10510463.37,513406.5,30.491886670573376,20.327396622048933,0.9929360092368569
2025-01-01,cbd,3613484,111877791.8,73688291.14,4804072.5,30.961197503572727,20.39258818912717,1.3294849236913737
2025-01-01,outer_borough,9126130,181166492.56,152589384.81,820623.0,19.851403887518586,16.72005382456748,0.08992015235373592
2025-01-01,upper_manhattan,1579102,37523142.54,28928717.48,553146.0,23.762329817833173,18.319726958739842,0.35029149478627725
2025-02-01,airport,502861,29512030.990000002,23516097.049999997,260736.0,58.688247825939975,46.76460701863934,0.5185051137391844
2025-02-01,buffer,489586,15460038.88,10410283.25,552444.0,31.577779756774092,21.26344145870184,1.128390109194299
2025-02-01,cbd,3517048,112204487.01,74723703.52,5247085.5,31.90302975961659,21.246142651450874,1.491900451742484
2025-02-01,outer_borough,8514668,176087568.94,144468894.94,917238.0,20.680497341763648,16.967061421537515,0.107724458546123
2025-02-01,upper_manhattan,1436161,35630650.58,27226728.91,574654.5,24.809649182786607,18.957992112304957,0.4001323667750343
2025-03-01,airport,528490,36700873.26,26380579.490000002,278004.0,69.44478279626861,49.91689434047948,0.526034551268709
2025-03-01,buffer,471876,17073762.24,10974970.83,536323.5,36.182730717391856,23.258167039646008,1.1365771940085956
2025-03-01,cbd,3449308,126737779.53,80803690.41,5143395.0,36.742958161463115,23.426058331120327,1.4911382225072392
2025-03-01,outer_borough,8708769,198445974.01,153829500.48,879718.5,22.786914431878948,17.663747939576762,0.10101525255750841
2025-03-01,upper_manhattan,1430222,39825837.93,29134488.740000002,555621.0,27.845913382677654,20.370605919920127,0.3884858434564704
2025-04-01,airport,548308,37505664.72,26801590.560000002,277051.5,68.40254878644849,48.88053896714985,0.5052844386731545
2025-04-01,buffer,489600,16719767.1,11049818.17,554680.5,34.14985110294118,22.569073059640523,1.1329258578431372
2025-04-01,cbd,3425324,117869826.33,77241177.61,5105478.0,34.41129257553446,22.550035444822154,1.4905095109250979
2025-04-01,outer_borough,8484801,180868968.9,150178427.09,885303.0,21.316819204127476,17.69969939071052,0.10433986607346478
2025-04-01,upper_manhattan,1453566,37610280.0,28634807.75,577216.5,25.874490735198815,19.699695610656825,0.39710374348326805
2025-05-01,airport,580737,42643514.84,30897765.29,307231.5,73.42999471361391,53.20440283639582,0.5290372406097769
2025-05-01,buffer,506519,19120152.36,12764849.309999999,576826.5,37.74814441314146,25.201126334846272,1.1388052570584717
2025-05-01,cbd,3483399,135370680.63,89566224.04,5190205.5,38.8616637456691,25.71230687038723,1.4899830596494976
2025-05-01,outer_borough,9063542,199181935.48,167665593.95,926928.0,21.97616952401169,18.498904065320158,0.10226995141634473
2025-05-01,upper_manhattan,1449301,41393076.44,31727672.3,563284.5,28.560717504507345,21.891706622709844,0.38865942961469013
2025-06-01,airport,565802,39942890.79,29160318.61,298408.5,70.59517426590928,51.53802674787293,0.5274079978508383
2025-06-01,buffer,464261,17353255.490000002,11752697.29,533704.5,37.378232265902156,25.3148493842903,1.1495785775673597
2025-06-01,cbd,3269651,125975140.35,84294867.41,4867791.0,38.52861982823243,25.780998464362096,1.4887799951737968
2025-06-01,outer_borough,8619929,192753868.47,163036169.91,889719.0,22.361421824936144,18.913864593316255,0.10321651141210096
2025-06-01,upper_manhattan,1291580,36796970.2,28606803.86,509221.5,28.489888508648324,22.148689093977918,0.3942624537388315
2025-07-01,airport,550247,36268655.86,26566311.85,276177.0,65.91340954153317,48.28070275712544,0.501914594718372
2025-07-01,buffer,440937,15447328.5,10548574.78,516949.5,35.03296049095449,23.923088286988843,1.1723885725171623
2025-07-01,cbd,3261615,115796168.12,77762266.42,4858390.5,35.50270897086259,23.84164483545728,1.4895659052340635
2025-07-01,outer_borough,8640016,184247714.14,157872331.81,888307.5,21.32492742374551,18.27222678870039,0.10281317766078212
2025-07-01,upper_manhattan,1293720,33797738.73,26893111.97,512425.5,26.124461807810032,20.78742847756856,0.39608686578239494
2025-08-01,airport,553927,37081057.629999995,26705339.1,271692.0,66.94213791709015,48.2109359175487,0.490483403047694
2025-08-01,buffer,407473,13917792.24,9678409.809999999,475165.5,34.15635450692439,23.75227269046047,1.1661275716427837
2025-08-01,cbd,3086639,104703482.88,72288975.04,4599078.0,33.92151880411023,23.41996425237937,1.489995428684728
2025-08-01,outer_borough,8277791,181684172.49,152519490.48,878061.0,21.948388463782187,18.425143915810388,0.10607431378733771
2025-08-01,upper_manhattan,1274651,32565042.009999998,26204207.95,497493.0,25.54820261389196,20.557947194957677,0.39029742258861444
2025-09-01,airport,541069,38604549.45999999,28023689.83,308409.0,71.34866248112532,51.79319057273656,0.5699993900962724
2025-09-01,buffer,490945,18442134.5,12780220.34,562215.0,37.5645632402815,26.031877990406258,1.1451690107853223
2025-09-01,cbd,3574373,134844538.03,92612694.09,5328559.5,37.72536834572105,25.910192945727825,1.4907676115503334
2025-09-01,outer_borough,8116447,184223243.35,153590906.89,948376.5,22.697523109557668,18.92341647644591,0.11684626290296728
2025-09-01,upper_manhattan,1364544,36974794.42,29210461.0,559477.5,27.09681360219971,21.406756396275973,0.4100105969466723
2025-10-01,airport,558008,39954981.85,28743301.520000003,318627.0,71.60288356080916,51.51055454402088,0.5710079425384582
2025-10-01,buffer,536988,19594495.509999998,13754514.629999999,611121.0,36.48963386518879,25.61419366913227,1.1380533643209905
2025-10-01,cbd,3825961,139160528.7,97207844.43,5704551.0,36.37269922510971,25.407432127509928,1.4910112779508207
2025-10-01,outer_borough,9067578,192591035.74,167349873.78,994276.5,21.239523469221883,18.45585158241815,0.10965182764350083
2025-10-01,upper_manhattan,1526475,39771309.06,32166576.1,611839.5,26.054346818650814,21.072455231824957,0.400818552547536
2025-11-01,airport,501609,35016353.47,25139384.43,279228.0,69.80806458815532,50.117490774687056,0.5566646531461756
2025-11-01,buffer,507589,18428125.9,12754563.79,571050.0,36.30521130284541,25.12773876108426,1.1250243799609527
2025-11-01,cbd,3553515,131079885.79,90156069.65,5293578.0,36.8873877808311,25.37095513878512,1.4896737455730453
2025-11-01,outer_borough,8909487,188471589.64,161603938.88,918075.0,21.154033856270285,18.138411210432206,0.10304465341270491
2025-11-01,upper_manhattan,1481764,38728928.1,30798597.69,568516.5,26.13704213356513,20.785089724139606,0.3836754705877589
2025-12-01,airport,519068,36389357.33,25920506.39,276901.5,70.10518338637712,49.936629478218656,0.5334590072976951
2025-12-01,buffer,530203,21150716.59,14342766.06,585267.0,39.891733147492566,27.051461534544316,1.1038545613661184
2025-12-01,cbd,3587908,150927672.99,101042141.86,5352973.5,42.06564744413737,28.16185416682925,1.4919483721433213
2025-12-01,outer_borough,9843341,206887523.62,176384802.06,900633.0,21.018018538624233,17.919200610849508,0.09149667780482257
2025-12-01,upper_manhattan,1547048,42710302.08,33349806.31,571879.5,27.607612743754554,21.55705983912587,0.36965853677455385
2026-01-01,airport,520373,34724808.46,25261682.84,270064.5,66.73061142680346,48.5453373637756,0.5189825375259669
2026-01-01,buffer,475975,16185602.16,10842788.09,515998.5,34.005151867219915,22.780163012763275,1.0840873995482956
2026-01-01,cbd,3330300,115736108.3,76385610.26,4961499.0,34.75245722607573,22.93655534336246,1.4898054229348707
2026-01-01,outer_borough,9514108,196165679.63,166501709.44,845313.0,20.618399499984655,17.500506557209565,0.08884837128189
2026-01-01,upper_manhattan,1455040,36527104.42,28441489.16,519999.0,25.103848980096767,19.54687785902793,0.35737780404662417
2026-02-01,airport,451205,30384688.57,22514440.299999997,239253.0,67.3412053722809,49.89847253465719,0.5302534324752607
2026-02-01,buffer,454734,15934974.5,11039917.94,498925.5,35.04240830903341,24.27774905769087,1.0971809893256277
2026-02-01,cbd,3167992,114770540.3,78315194.98,4728024.0,36.22816607491433,24.720767912292708,1.4924355869585528
2026-02-01,outer_borough,8795848,193420426.76,160120693.55,833440.5,21.98996921729434,18.204122393884024,0.09475385431853757
2026-02-01,upper_manhattan,1341877,36047345.9,28043290.95,506220.0,26.863375629808097,20.898555493536293,0.37724769110730716
2026-03-01,airport,529633,38685870.230000004,27328101.63,291030.0,73.04278666548346,51.598185215045135,0.5494937060190735
2026-03-01,buffer,512672,18579107.14,12677250.870000001,574353.0,36.239753955745584,24.727800367486427,1.1203127925847325
2026-03-01,cbd,3556806,134334226.21,89800487.65,5306664.0,37.76821851121484,25.24750791862137,1.4919745412035406
2026-03-01,outer_borough,9867438,215999970.48,179743851.1,915325.5,21.89017762057385,18.215858169060702,0.09276222460176593
2026-03-01,upper_manhattan,1539109,41358842.24,32494896.57,576246.0,26.871938400724055,21.112797449693296,0.37440233277825025
2026-04-01,airport,564938,40569605.07000001,28975438.6,302130.0,71.81249105211546,51.28959036212824,0.5348020490744118
2026-04-01,buffer,517998,18418135.04,12737317.8,579045.0,35.556382534295494,24.58951154251561,1.1178518063776308
2026-04-01,cbd,3614063,129810445.94,89193606.74,5391504.0,35.918146955379584,24.679593781292688,1.491812400613935
2026-04-01,outer_borough,9191121,197528853.72,165749492.95,928128.0,21.491268988842602,18.033653669666627,0.10098093584014398
2026-04-01,upper_manhattan,1537551,39711584.28,31534305.8,595974.0,25.827815974884736,20.50943728045444,0.3876125084631339
