zone_id,zone,borough,latitude,longitude,total_pickups,c3
66,DUMBO/Vinegar Hill,Brooklyn,40.70225893882249,-73.98570161582282,5567058.058544969,0
67,Dyker Heights,Brooklyn,40.61961946783513,-74.01380148744009,2676698.6792893275,0
68,East Chelsea,Manhattan,40.74842755506574,-73.99991742024714,16129078.240876349,0
69,East Concourse/Concourse Village,Bronx,40.8314166970852,-73.91502929553263,8064487.640413889,1
70,East Elmhurst,Queens,40.76335220113318,-73.86839559842018,3453026.631867049,1
71,East Flatbush/Farragut,Brooklyn,40.64428817438921,-73.93796627061695,6764603.99129005,0
72,East Flatbush/Remsen Village,Brooklyn,40.65236480407744,-73.92225097400495,8098205.391212986,0
73,East Flushing,Queens,40.754108886892965,-73.80729418212228,1541542.7116992106,2
74,East Harlem North,Manhattan,40.80116948058651,-73.93734560812494,10976658.929944638,1
75,East Harlem South,Manhattan,40.79001075149542,-73.94575026755162,9757346.901241932,1
76,East New York,Brooklyn,40.66093519655055,-73.87682061127197,16800029.629386336,2
77,East New York/Pennsylvania Avenue,Brooklyn,40.66655893903528,-73.89536411750329,4590892.46454343,2
78,East Tremont,Bronx,40.8449604101461,-73.88552181587428,6712952.558981952,1
79,East Village,Manhattan,40.72762019590955,-73.98593745682462,19813435.46312041,0
80,East Williamsburg,Brooklyn,40.71536988214351,-73.9367931449188,11441442.54608648,0
81,Eastchester,Bronx,40.88093541148942,-73.836643344083,4272200.895048303,1
82,Elmhurst,Queens,40.739495646778174,-73.8771183328092,10450375.787698558,2
83,Elmhurst/Maspeth,Queens,40.738323813825986,-73.89217338112864,3185153.927791308,2
84,Eltingville/Annadale/Prince's Bay,Staten Island,40.528686446566205,-74.18767433468821,642835.5472873964,0
85,Erasmus,Brooklyn,40.64611634689508,-73.95162318261015,4851747.497703903,0
86,Far Rockaway,Queens,40.602432793416696,-73.75524369679601,2895293.777380375,2
87,Financial District North,Manhattan,40.706808451665864,-74.00749598562432,9387128.993372979,0
88,Financial District South,Manhattan,40.70335790323616,-74.01151502922315,3735519.104809769,0
89,Flatbush/Ditmas Park,Brooklyn,40.63790012347378,-73.9609682490637,12516256.618164696,0
90,Flatiron,Manhattan,40.74227862901228,-73.99697141558364,10017579.583311731,0
91,Flatlands,Brooklyn,40.62627276333641,-73.93009701219938,7656727.488411172,0
92,Flushing,Queens,40.76110218983435,-73.82885869884261,7363680.135245277,2
93,Flushing Meadows-Corona Park,Queens,40.74067587216073,-73.84086726234152,1053573.0370336925,2
94,Fordham South,Bronx,40.85815519618405,-73.89953593442152,3264573.4965972495,1
95,Forest Hills,Queens,40.7214322750213,-73.84766941187516,9636374.128856327,2
96,Forest Park/Highland Park,Queens,40.69700061310114,-73.8715584251815,212886.6593103205,2
97,Fort Greene,Brooklyn,40.69078679421093,-73.974882086189,9839619.514112087,0
98,Fresh Meadows,Queens,40.73446262820092,-73.77725346665984,1394789.338506967,2
99,Freshkills Park,Staten Island,40.576773635487115,-74.18641851305904,31917.97741860075,0
100,Garment District,Manhattan,40.75351275872571,-73.9887865991153,8757374.406875055,0
101,Glen Oaks,Queens,40.7459938183842,-73.71102598691235,1291473.7985635137,2
102,Glendale,Queens,40.70354561076291,-73.87573576709775,3584525.7485140236,2
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68986010366018,-74.04528829364001,0.0,0
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.69876867362614,-74.0407707687365,0.0,0
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68878423861301,-74.01907272636834,0.0,0
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68986010366018,-74.04528829364001,0.0,0
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.69876867362614,-74.0407707687365,0.0,0
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68878423861301,-74.01907272636834,0.0,0
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68986010366018,-74.04528829364001,0.0,0
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.69876867362614,-74.0407707687365,0.0,0
103,Governor's Island/Ellis Island/Liberty Island,Manhattan,40.68878423861301,-74.01907272636834,0.0,0
106,Gowanus,Brooklyn,40.67351279686075,-73.99064727363113,3169201.2158594457,0
107,Gramercy,Manhattan,40.736824057618975,-73.98405213268916,11699836.502474392,0
108,Gravesend,Brooklyn,40.58840346529034,-73.98143115020046,2126058.256171157,0
109,Great Kills,Staten Island,40.55186299807703,-74.15088980760534,945313.3592359178,0
110,Great Kills Park,Staten Island,40.54578031659563,-74.12834244237264,1564.163618647101,0
111,Green-Wood Cemetery,Brooklyn,40.65213727041905,-73.99023450433012,59502.74237688356,0
112,Greenpoint,Brooklyn,40.72950628420882,-73.94954030482208,13152729.942058032,0
113,Greenwich Village North,Manhattan,40.73257907302702,-73.99430477051168,9359527.499799797,0
114,Greenwich Village South,Manhattan,40.728340391372306,-73.99738026020043,9330748.567589248,0
115,Grymes Hill/Clifton,Staten Island,40.61797137588924,-74.08783880974954,1195436.3787150641,0
116,Hamilton Heights,Manhattan,40.827012654925355,-73.94852173020875,6316861.760534296,1
117,Hammels/Arverne,Queens,40.59405875281409,-73.78962208250111,2316333.12348053,2
118,Heartland Village/Todt Hill,Staten Island,40.58655462662637,-74.13297872511701,1528293.4730912452,0
119,Highbridge,Bronx,40.83782699169886,-73.92615723620787,5345786.405442908,1
120,Highbridge Park,Manhattan,40.846667748302785,-73.93018219742844,132155.26824472388,1
121,Hillcrest/Pomonok,Queens,40.728333322973015,-73.80244428186217,3348865.5847819974,2
122,Hollis,Queens,40.710639284251066,-73.76113699730595,1766316.0545747082,2
123,Homecrest,Brooklyn,40.59995429251391,-73.96433367133905,4567264.188069843,0
124,Howard Beach,Queens,40.6582479612306,-73.84491858438541,2137837.334742455,2
125,Hudson Sq,Manhattan,40.72629041028118,-74.0074858180095,5215072.244625824,0
126,Hunts Point,Bronx,40.812074458592114,-73.88553752149437,4702776.881216447,1
127,Inwood,Manhattan,40.8660750007278,-73.91930823586195,4932686.921858953,1
128,Inwood Hill Park,Manhattan,40.872378809573576,-73.92436981716098,364982.16415943106,1
129,Jackson Heights,Queens,40.75731206303918,-73.8853172406108,11522444.798310941,1
130,Jamaica,Queens,40.70436877745509,-73.7939796582272,10621999.655931152,2
131,Jamaica Estates,Queens,40.72065523874956,-73.77610076139923,2353846.4305920247,2
132,JFK Airport,Queens,40.64698489239521,-73.78653298334987,21816868.93586914,2
133,Kensington,Brooklyn,40.64059007067447,-73.97619898951326,3010453.866320759,0
134,Kew Gardens,Queens,40.70805099798809,-73.82871246597533,3324332.7050116304,2
135,Kew Gardens Hills,Queens,40.7283776832573,-73.82119590387464,2707304.3108901544,2
136,Kingsbridge Heights,Bronx,40.8652641915249,-73.90591118270508,4116906.5165976235,1
137,Kips Bay,Manhattan,40.74043897859646,-73.97649472376762,8401946.373290673,0
138,LaGuardia Airport,Queens,40.77437570593248,-73.87362864289105,24366077.76265586,1
139,Laurelton,Queens,40.67709779790903,-73.7442343516672,2735135.697196391,2
140,Lenox Hill East,Manhattan,40.765484087889845,-73.95473878380504,8976143.857442375,0
141,Lenox Hill West,Manhattan,40.76694821638323,-73.95963474149173,9888847.54180897,0
142,Lincoln Square East,Manhattan,40.77363329302709,-73.9815322063918,10112965.327356325,0
143,Lincoln Square West,Manhattan,40.77596522876097,-73.9876455494439,7533609.017045669,0
144,Little Italy/NoLiTa,Manhattan,40.72088889344526,-73.99691854183823,10715292.775530435,0
145,Long Island City/Hunters Point,Queens,40.74537943399852,-73.94889145447942,11657600.688324193,0
146,Long Island City/Queens Plaza,Queens,40.7542425205003,-73.93482888929138,3858540.55233547,0
147,Longwood,Bronx,40.81967597930489,-73.89895638182647,3277908.5996704455,1
148,Lower East Side,Manhattan,40.71893835938026,-73.99089626184735,14681748.843811993,0
149,Madison,Brooklyn,40.60491359556376,-73.94813559494116,3535240.21644506,0
150,Manhattan Beach,Brooklyn,40.58047327426203,-73.94362872180558,1630245.9938649985,0
151,Manhattan Valley,Manhattan,40.79796199310003,-73.96816833309238,4555540.883763541,1
152,Manhattanville,Manhattan,40.81797514762944,-73.95378223705632,3542003.414926375,1
153,Marble Hill,Manhattan,40.875967802212415,-73.91037866410583,1382853.9523620305,1
154,Marine Park/Floyd Bennett Field,Brooklyn,40.593570836585194,-73.90259658693124,144708.5989200042,2
155,Marine Park/Mill Basin,Brooklyn,40.61459098927576,-73.91527709386867,4288262.599574012,0
156,Mariners Harbor,Staten Island,40.631307692853035,-74.16723534170733,1984444.501459639,0
157,Maspeth,Queens,40.72399507493349,-73.9023296813136,4304285.22502866,0
158,Meatpacking/West Village West,Manhattan,40.73503540069666,-74.00898410478536,9039400.390166383,0
159,Melrose South,Bronx,40.81825974768985,-73.91284939799154,6948444.509642936,1
160,Middle Village,Queens,40.71833677001371,-73.8800514081495,3221826.2249948136,2
161,Midtown Center,Manhattan,40.758028043526274,-73.97769793122401,17511921.209825203,0
162,Midtown East,Manhattan,40.75668765218883,-73.97235594352028,12448363.467403652,0
163,Midtown North,Manhattan,40.764421405786784,-73.97756868222716,12227086.82418066,0
164,Midtown South,Manhattan,40.74857462935671,-73.98515639467682,15242628.142451745,0
165,Midwood,Brooklyn,40.620924048746254,-73.95682460583805,4683950.534880469,0
166,Morningside Heights,Manhattan,40.809456961125285,-73.96176359682921,6501258.071365515,1
167,Morrisania/Melrose,Bronx,40.82751255686402,-73.90235177500071,5779245.382158208,1
168,Mott Haven/Port Morris,Bronx,40.80734716766523,-73.91682193806463,9306200.51800892,1
169,Mount Hope,Bronx,40.84905837739127,-73.9051222193854,7367085.651383946,1
170,Murray Hill,Manhattan,40.747745793643915,-73.97849159965227,14066033.354026578,0
171,Murray Hill-Queens,Queens,40.768351626308466,-73.80954582099432,2814564.5068038353,2
172,New Dorp/Midland Beach,Staten Island,40.57176889293259,-74.10501900721492,864142.9271951866,0
173,North Corona,Queens,40.7525792391496,-73.86303754486693,3533537.9489308055,2
174,Norwood,Bronx,40.87713760287661,-73.8790222522603,6515957.119745766,1
175,Oakland Gardens,Queens,40.74267210348262,-73.75462173612374,1164723.9146106173,2
176,Oakwood,Staten Island,40.561994234584105,-74.12258402976961,497341.87566730723,0
177,Ocean Hill,Brooklyn,40.67664410104018,-73.91363213611348,6694407.800785489,0
178,Ocean Parkway South,Brooklyn,40.61731493715172,-73.97032580128298,1620974.6553099852,0
179,Old Astoria,Queens,40.7715702435834,-73.92833318686121,5294587.341574916,1
180,Ozone Park,Queens,40.67559499070675,-73.84704317269409,2497288.2649034974,2
181,Park Slope,Brooklyn,40.67037432591725,-73.98141374048748,14357114.325002067,0
182,Parkchester,Bronx,40.83774866435355,-73.85798694048576,4061597.2588456944,1
183,Pelham Bay,Bronx,40.84917261718261,-73.83158179959666,1993272.4219534104,1
184,Pelham Bay Park,Bronx,40.868276203547744,-73.80785726631285,343458.0820038666,1
185,Pelham Parkway,Bronx,40.85440471268925,-73.85439380221179,4843629.40494732,1
186,Penn Station/Madison Sq West,Manhattan,40.74849718140501,-73.99243753697608,10174416.106287498,0
187,Port Richmond,Staten Island,40.62816687457199,-74.14078750231762,1038969.0836439744,0
188,Prospect-Lefferts Gardens,Brooklyn,40.65874445085669,-73.94744164500473,11791883.680356126,0
189,Prospect Heights,Brooklyn,40.67763538934729,-73.96758681222953,5430391.94173245,0
190,Prospect Park,Brooklyn,40.661622158356835,-73.96891374270629,925014.8267847248,0
191,Queens Village,Queens,40.7154545153052,-73.7415317699754,4206088.844699065,2
192,Queensboro Hill,Queens,40.743751485431545,-73.81522935845769,1953909.7282762947,2
193,Queensbridge/Ravenswood,Queens,40.76031363502697,-73.94199705818423,2247274.8315736307,0
194,Randalls Island,Manhattan,40.79100078171129,-73.9245963002457,222437.1871968196,1
195,Red Hook,Brooklyn,40.67554886228086,-74.00917849113297,2874248.5352123277,0
196,Rego Park,Queens,40.72615563957923,-73.86333855806278,3806668.101842016,2
197,Richmond Hill,Queens,40.69454235438128,-73.83092407449992,6333829.731642814,2
198,Ridgewood,Queens,40.70652679441955,-73.90170926444718,9011395.156930303,2
199,Rikers Island,Bronx,40.79113290307752,-73.88265824700598,893.5021518686383,1
200,Riverdale/North Riverdale/Fieldston,Bronx,40.899529064376466,-73.9069871077142,2915326.7213365426,1
201,Rockaway Park,Queens,40.57798249377506,-73.84345281477815,930173.6826092418,2
202,Roosevelt Island,Manhattan,40.76189974995509,-73.94995171169586,860732.0202998541,0
203,Rosedale,Queens,40.6578534180194,-73.73947255987297,2802379.6104162587,2
204,Rossville/Woodrow,Staten Island,40.5403340052961,-74.20782608356558,364149.8879593428,0
205,Saint Albans,Queens,40.69120144680614,-73.76314612543844,6171693.611802666,2
206,Saint George/New Brighton,Staten Island,40.63897220516652,-74.10231250352763,3008131.783674819,0
207,Saint Michaels Cemetery/Woodside,Queens,40.76398558883056,-73.89935256434545,286276.7299547392,1
208,Schuylerville/Edgewater Park,Bronx,40.82331858387751,-73.8235401189195,4762115.8105739625,1
209,Seaport,Manhattan,40.7090727427931,-74.00366456329898,3376171.176140615,0
210,Sheepshead Bay,Brooklyn,40.59202346436429,-73.94050716694058,4687582.037878757,0
211,SoHo,Manhattan,40.723888110041734,-74.00153756565635,8712869.081560856,0
212,Soundview/Bruckner,Bronx,40.8279021485874,-73.86967965711676,4038571.2000635983,1
213,Soundview/Castle Hill,Bronx,40.81785855770814,-73.85813498781434,7609304.878947939,1
214,South Beach/Dongan Hills,Staten Island,40.58678663305195,-74.08551235826926,1206344.422284816,0
215,South Jamaica,Queens,40.69442755408874,-73.79096393223054,4770939.7204610985,2
216,South Ozone Park,Queens,40.676154037213806,-73.81945963682766,9045493.888655901,2
217,South Williamsburg,Brooklyn,40.703916440465775,-73.9585968450717,2508181.6010944373,0
218,Springfield Gardens North,Queens,40.6720897067673,-73.77303565610488,3210396.0284978817,2
219,Springfield Gardens South,Queens,40.662184880711415,-73.7645057855823,2879361.274266284,2
220,Spuyten Duyvil/Kingsbridge,Bronx,40.88240311320922,-73.91066467564434,5376812.286707098,1
221,Stapleton,Staten Island,40.61876927873205,-74.07370444530254,2052848.8988069172,0
222,Starrett City,Brooklyn,40.64752703432353,-73.88241292571801,1882062.360148816,2
223,Steinway,Queens,40.77742692053276,-73.90540773409828,7415339.872777989,1
224,Stuy Town/Peter Cooper Village,Manhattan,40.73182063601677,-73.97659767323346,3220174.3709608894,0
225,Stuyvesant Heights,Brooklyn,40.68816818695491,-73.93188826440706,12504801.776591187,0
226,Sunnyside,Queens,40.73769895644442,-73.92467306585047,9122994.724146944,0
227,Sunset Park East,Brooklyn,40.641886315765205,-74.00465205914722,3645722.300556358,0
228,Sunset Park West,Brooklyn,40.652354649538466,-74.01127116962904,7259756.666783342,0
229,Sutton Place/Turtle Bay North,Manhattan,40.75672894163307,-73.96514579918421,9098745.71833787,0
230,Times Sq/Theatre District,Manhattan,40.75981761719184,-73.98419648907571,17513124.037335075,0
231,TriBeCa/Civic Center,Manhattan,40.717772736265154,-74.00787970866399,17080756.167313363,0
232,Two Bridges/Seward Park,Manhattan,40.71473250693942,-73.9830245583349,6675900.69961222,0
233,UN/Turtle Bay South,Manhattan,40.74991407790216,-73.97044256869236,8643907.717243576,0
234,Union Sq,Manhattan,40.74033744175701,-73.99045782354732,16297602.724391546,0
235,University Heights/Morris Heights,Bronx,40.85252114926352,-73.91597542466441,6769217.38769979,1
236,Upper East Side North,Manhattan,40.780436437189955,-73.95701169835736,11096318.599882046,1
237,Upper East Side South,Manhattan,40.76861518381156,-73.9656345353807,9972451.08649312,0
238,Upper West Side North,Manhattan,40.791704934427074,-73.97304890061592,8044714.573361212,1
239,Upper West Side South,Manhattan,40.783961430313774,-73.97863194845081,7575480.274852071,0
240,Van Cortlandt Park,Bronx,40.89459912750697,-73.88197807761938,1004269.2904143544,1
241,Van Cortlandt Village,Bronx,40.87651237544554,-73.8956200178548,5875691.524676439,1
242,Van Nest/Morris Park,Bronx,40.846782895809824,-73.85067057708335,6104731.610308157,1
243,Washington Heights North,Manhattan,40.85710828331442,-73.93283148761296,7458875.783427016,1
244,Washington Heights South,Manhattan,40.841708771119755,-73.94139910573638,10685392.979890421,1
245,West Brighton,Staten Island,40.6300493918307,-74.10286011016636,1163726.0493694965,0
246,West Chelsea/Hudson Yards,Manhattan,40.75330906598341,-74.00401512528654,15421447.843400994,0
247,West Concourse,Bronx,40.82898823048458,-73.92440873264256,7871720.626403343,1
248,West Farms/Bronx River,Bronx,40.83416531682759,-73.87228927297004,3842474.1164167766,1
249,West Village,Manhattan,40.73457600733176,-74.00287495910837,13477392.890655445,0
250,Westchester Village/Unionport,Bronx,40.83210165963214,-73.84864070062379,3799876.3851397787,1
251,Westerleigh,Staten Island,40.616880007711806,-74.12534779829355,1128421.2976907606,0
252,Whitestone,Queens,40.7881930167286,-73.8156568127099,1814297.7245084532,2
253,Willets Point,Queens,40.76063075217255,-73.84124393899134,87143.26504190768,2
254,Williamsbridge/Olinville,Bronx,40.88215708304702,-73.85894823975747,7339562.016061084,1
255,Williamsburg (North Side),Brooklyn,40.718803918129915,-73.95741813122186,14629215.77441215,0
256,Williamsburg (South Side),Brooklyn,40.710879933377385,-73.95990462730528,12391959.126067316,0
257,Windsor Terrace,Brooklyn,40.65361187133665,-73.97798241330014,2224480.5048887176,0
258,Woodhaven,Queens,40.6887213569813,-73.85576675985413,4828360.704128161,2
259,Woodlawn/Wakefield,Bronx,40.89793202529466,-73.85221545370123,4994696.802811923,1
260,Woodside,Queens,40.74423471780149,-73.90630644197883,6450192.514793706,1
261,World Trade Center,Manhattan,40.709138940671856,-74.01302277174901,5543577.47026359,0
262,Yorkville East,Manhattan,40.77593240314996,-73.94651035601466,5809225.248813126,1
263,Yorkville West,Manhattan,40.77876585543436,-73.95100987481798,8191474.779247679,1
