"COUNTRY.ID","INDICATOR.ID","FREQUENCY.ID","TIME_PERIOD","OBS_VALUE","SCALE.ID"
"BLR","GPB_S13_POGDP_PT","A","2004","-6.59273099872139","0"
"BLR","GPB_S13_POGDP_PT","A","2005","-6.36507755344199","0"
"BLR","GPB_S13_POGDP_PT","A","2006","-7.34707712540876","0"
"BLR","GPB_S13_POGDP_PT","A","2007","-7.43389058894805","0"
"BLR","GPB_S13_POGDP_PT","A","2008","-10.353250914888","0"
"BLR","GPB_S13_POGDP_PT","A","2009","-6.47963008516355","0"
"BLR","GPB_S13_POGDP_PT","A","2010","-3.53549359008482","0"
"BLR","GPB_S13_POGDP_PT","A","2011","-1.73300852476037","0"
"BLR","GPB_S13_POGDP_PT","A","2012","1.73523940278666","0"
"BLR","GPB_S13_POGDP_PT","A","2013","0.00421757014098071","0"
"BLR","GPB_S13_POGDP_PT","A","2014","1.12734819969205","0"
"BLR","GPB_S13_POGDP_PT","A","2015","-1.28985548504073","0"
"BLR","GPB_S13_POGDP_PT","A","2016","0.309542934865984","0"
"BLR","GPB_S13_POGDP_PT","A","2017","1.63581582681596","0"
"BLR","GPB_S13_POGDP_PT","A","2018","3.77084130681419","0"
