period,reporterISO,reporterDesc,total_imports_usd
2004,BEN,Benin,893819934.0
2005,BEN,Benin,898695761.0
2006,BEN,Benin,1003250250.0
2001,BFA,Burkina Faso,788427905.0
2002,BFA,Burkina Faso,582013919.0
2003,BFA,Burkina Faso,785968408.0
2004,BFA,Burkina Faso,995361532.0
2005,BFA,Burkina Faso,1166384179.922
2006,BFA,Burkina Faso,1502222574.608
2001,BGD,Bangladesh,8041198469.0
2002,BGD,Bangladesh,9215132571.0
2003,BGD,Bangladesh,10145692752.0
2004,BGD,Bangladesh,11372744850.0
2005,BGD,Bangladesh,12630526296.0
2006,BGD,Bangladesh,15688545072.0
2001,BGR,Bulgaria,7278158957.0
2002,BGR,Bulgaria,7987045940.0
2003,BGR,Bulgaria,10886579888.0
2004,BGR,Bulgaria,14467100657.0
2005,BGR,Bulgaria,18162452722.0
2006,BGR,Bulgaria,23268729351.0
2001,BHR,Bahrain,4296168301.0
2002,BHR,Bahrain,5010859566.0
2003,BHR,Bahrain,5657241320.0
2004,BHR,Bahrain,6583640187.0
2005,BHR,Bahrain,9339254009.0
2006,BHR,Bahrain,8956853532.0
2001,BHS,Bahamas,1927317261.0
2002,BHS,Bahamas,1838254314.0
2003,BHS,Bahamas,1873809029.0
2004,BHS,Bahamas,1976138649.0
2005,BHS,Bahamas,2566676925.0
2006,BHS,Bahamas,2984310381.0
2003,BIH,Bosnia Herzegovina,4823652527.0
2004,BIH,Bosnia Herzegovina,5980462683.0
2005,BIH,Bosnia Herzegovina,7053770509.0
2006,BIH,Bosnia Herzegovina,7559256431.0
2001,BLR,Belarus,8286374600.0
2002,BLR,Belarus,9092341100.0
2003,BLR,Belarus,11558019700.0
2004,BLR,Belarus,16345466800.0
2005,BLR,Belarus,16698737000.0
2006,BLR,Belarus,22323210500.0
2001,BLZ,Belize,519539688.0
2002,BLZ,Belize,527036654.0
2003,BLZ,Belize,523469925.5
2004,BLZ,Belize,490874602.5
2005,BLZ,Belize,513956460.0
2006,BLZ,Belize,660343069.0
2005,BMU,Bermuda,987514148.0
2006,BMU,Bermuda,1070973876.0
2001,BOL,Bolivia (Plurinational State of),1707551640.0
2002,BOL,Bolivia (Plurinational State of),1831240178.0
2003,BOL,Bolivia (Plurinational State of),1692046161.0
2004,BOL,Bolivia (Plurinational State of),1919344222.0
2005,BOL,Bolivia (Plurinational State of),2440039451.0
2006,BOL,Bolivia (Plurinational State of),2925735248.0
2001,BRA,Brazil,59684468395.0
2002,BRA,Brazil,50761136223.0
2003,BRA,Brazil,51866683099.0
2004,BRA,Brazil,67459080324.0
2005,BRA,Brazil,78702313940.0
2006,BRA,Brazil,97033998543.0
2001,BRB,Barbados,1068112867.0
2002,BRB,Barbados,996557878.0
2003,BRB,Barbados,1194985296.0
2004,BRB,Barbados,1093753542.0
2005,BRB,Barbados,1671864185.0
2006,BRB,Barbados,1628554708.0
2001,BRN,Brunei Darussalam,1100281204.0
2002,BRN,Brunei Darussalam,1498850176.0
2003,BRN,Brunei Darussalam,1243570432.0
2004,BRN,Brunei Darussalam,1427096589.0
2006,BRN,Brunei Darussalam,1675942533.77
2005,BTN,Bhutan,387010762.0
2006,BTN,Bhutan,418909981.0
2001,BWA,Botswana,1810782920.0
2002,BWA,Botswana,3373769081.0
2003,BWA,Botswana,3964049894.0
2004,BWA,Botswana,3235331368.0
2005,BWA,Botswana,3162337148.0
2006,BWA,Botswana,3053297737.0
2001,CAF,Central African Rep.,67981924.0
2002,CAF,Central African Rep.,59974620.0
2003,CAF,Central African Rep.,100377318.0
2004,CAF,Central African Rep.,179151501.0
2005,CAF,Central African Rep.,185285914.0
2006,CAF,Central African Rep.,140441569.0
2001,CAN,Canada,221623728694.0
2002,CAN,Canada,222440059139.0
2003,CAN,Canada,240376249487.0
2004,CAN,Canada,273873699602.0
2005,CAN,Canada,314444418974.0
2006,CAN,Canada,350257149912.0
2001,CHE,Switzerland,95326742664.972
2002,CHE,Switzerland,98883596332.314
2003,CHE,Switzerland,112998130688.697
2004,CHE,Switzerland,127467682066.769
2005,CHE,Switzerland,147127287946.711
2006,CHE,Switzerland,164051741970.655
2001,CHL,Chile,16136155354.0
2002,CHL,Chile,15383398153.0
2003,CHL,Chile,19154295868.551
2004,CHL,Chile,24646555426.698
2005,CHL,Chile,32846254277.787
2006,CHL,Chile,38886999289.959
2001,CHN,China,243552880618.0
2002,CHN,China,295170104110.0
2003,CHN,China,412759796407.0
2004,CHN,China,561228747993.0
2005,CHN,China,659952762119.0
2006,CHN,China,791460867850.0
2001,CIV,Côte d'Ivoire,2547863503.0
2002,CIV,Côte d'Ivoire,2593681140.0
2003,CIV,Côte d'Ivoire,3278553742.0
2004,CIV,Côte d'Ivoire,4714732603.0
2005,CIV,Côte d'Ivoire,5864962365.0
2006,CIV,Côte d'Ivoire,5820429127.0
2001,CMR,Cameroon,1848351263.0
2002,CMR,Cameroon,1868039098.0
2003,CMR,Cameroon,2163400366.0
2004,CMR,Cameroon,2406302522.0
2005,CMR,Cameroon,2800069293.0
2006,CMR,Cameroon,3149361250.0
2001,COK,Cook Isds,46879292.0
2002,COK,Cook Isds,47418199.0
2003,COK,Cook Isds,71149081.0
2004,COK,Cook Isds,75947907.0
2005,COK,Cook Isds,81272945.0
2001,COL,Colombia,12820352186.0
2002,COL,Colombia,12689965006.0
2003,COL,Colombia,13880612940.0
2004,COL,Colombia,17099536992.0
2005,COL,Colombia,21204162067.0
2006,COL,Colombia,26162439964.0
2001,COM,Comoros,35137014.0
2002,COM,Comoros,37133344.0
2003,COM,Comoros,45860675.0
2004,COM,Comoros,64955218.0
2005,COM,Comoros,85149984.0
2006,COM,Comoros,101386037.0
2001,CPV,Cabo Verde,247531264.0
2002,CPV,Cabo Verde,293055713.0
2003,CPV,Cabo Verde,354832804.0
2004,CPV,Cabo Verde,429233600.0
2005,CPV,Cabo Verde,438178205.0
2006,CPV,Cabo Verde,538196285.0
2001,CRI,Costa Rica,6272271371.0
2002,CRI,Costa Rica,6894261958.0
2003,CRI,Costa Rica,7388170418.0
2004,CRI,Costa Rica,8003129239.0
2005,CRI,Costa Rica,9173270268.0
2006,CRI,Costa Rica,11070461479.0
2001,CUB,Cuba,4845781878.0
2002,CUB,Cuba,4176548454.0
2003,CUB,Cuba,4661954476.0
2004,CUB,Cuba,5609561088.0
2005,CUB,Cuba,8084336299.0
2006,CUB,Cuba,10173591459.0
2001,CYP,Cyprus,3924683234.0
2002,CYP,Cyprus,4083302536.0
2003,CYP,Cyprus,4466429464.0
2004,CYP,Cyprus,5730420745.0
2005,CYP,Cyprus,6382106088.0
2006,CYP,Cyprus,7045698860.0
2001,CZE,Czechia,36476653549.0
2002,CZE,Czechia,48230794211.0
2003,CZE,Czechia,51239343424.0
2004,CZE,Czechia,66705681857.0
2005,CZE,Czechia,76527310253.0
2006,CZE,Czechia,93429474463.0
2001,DEU,Germany,486022068000.0
2002,DEU,Germany,490450056000.0
2003,DEU,Germany,601761022000.0
2004,DEU,Germany,718150018000.0
2005,DEU,Germany,779819058000.0
2006,DEU,Germany,922213393000.0
2001,DMA,Dominica,131050626.0
2002,DMA,Dominica,115667930.0
2003,DMA,Dominica,127018269.0
2004,DMA,Dominica,145138009.0
2005,DMA,Dominica,165342102.0
2006,DMA,Dominica,166895925.0
2001,DNK,Denmark,44625173798.0
2002,DNK,Denmark,49284928743.0
2003,DNK,Denmark,56227253873.0
2004,DNK,Denmark,66845208976.0
2005,DNK,Denmark,72715727008.0
2006,DNK,Denmark,84131166534.0
2001,DOM,Dominican Rep.,5496743936.0
2002,DOM,Dominican Rep.,9643058427.834
2003,DOM,Dominican Rep.,8263681758.526
2004,DOM,Dominican Rep.,8557731837.549
2005,DOM,Dominican Rep.,10575285810.577
2006,DOM,Dominican Rep.,14226532771.348
2001,DZA,Algeria,9945719404.0
2002,DZA,Algeria,12009774693.0
2003,DZA,Algeria,13545429533.0
2004,DZA,Algeria,18303023344.0
2005,DZA,Algeria,20356879694.0
2006,DZA,Algeria,21455854547.0
2001,ECU,Ecuador,5362914097.0
2002,ECU,Ecuador,6431064882.0
2003,ECU,Ecuador,6534347692.0
2004,ECU,Ecuador,7861034225.0
2005,ECU,Ecuador,9608701206.0
2006,ECU,Ecuador,12113558389.0
2001,EGY,Egypt,12779474406.303
2002,EGY,Egypt,12552432747.938
2003,EGY,Egypt,11230513519.186
2004,EGY,Egypt,12864342242.21
2005,EGY,Egypt,19846709348.182
2006,EGY,Egypt,20647785702.252
2003,ERI,Eritrea,432846623.0
2001,ESP,Spain,154992565305.55
2002,ESP,Spain,165878871221.885
2003,ESP,Spain,212887922298.586
2004,ESP,Spain,256792626606.645
2005,ESP,Spain,289584862422.437
2006,ESP,Spain,329796206325.133
2001,EST,Estonia,5207843491.0
2002,EST,Estonia,5864475519.0
2003,EST,Estonia,7944175480.0
2004,EST,Estonia,9057513701.45
2005,EST,Estonia,11015567284.48
2006,EST,Estonia,14648001173.59
2001,ETH,Ethiopia,1811180301.153
2002,ETH,Ethiopia,1581557226.778
2003,ETH,Ethiopia,2384895086.641
2004,ETH,Ethiopia,2873069431.427
2005,ETH,Ethiopia,4454732235.817
2006,ETH,Ethiopia,5309100236.213
2001,FIN,Finland,33267927177.0
2002,FIN,Finland,33440047097.0
2003,FIN,Finland,41593247970.0
2004,FIN,Finland,50678021636.0
2005,FIN,Finland,58472542339.0
2006,FIN,Finland,69427442555.0
2001,FJI,Fiji,737241741.0
2002,FJI,Fiji,795263124.0
2003,FJI,Fiji,1079933328.0
2004,FJI,Fiji,1271955248.0
2005,FJI,Fiji,1607296081.0
2006,FJI,Fiji,1803873354.0
2001,FRA,France,293865640535.0
2002,FRA,France,303831441914.0
2003,FRA,France,362517303508.0
2004,FRA,France,434241852984.0
2005,FRA,France,475856799498.0
2006,FRA,France,529902263137.0
2001,FRO,Faroe Isds,499838537.0
2002,FRO,Faroe Isds,495688932.0
2003,FRO,Faroe Isds,739888997.0
2004,FRO,Faroe Isds,628549861.0
2005,FRO,Faroe Isds,746636147.0
2006,FRO,Faroe Isds,783239856.0
2002,FSM,FS Micronesia,104290000.0
2003,FSM,FS Micronesia,104997539.0
2004,FSM,FS Micronesia,132527887.0
2005,FSM,FS Micronesia,128306349.0
2006,FSM,FS Micronesia,137993165.0
2001,GAB,Gabon,1001078714.0
2002,GAB,Gabon,744375692.0
2003,GAB,Gabon,833694509.0
2004,GAB,Gabon,966945378.498
2005,GAB,Gabon,1451090861.0
2006,GAB,Gabon,1725735330.0
2001,GBR,United Kingdom,358702944795.0
2002,GBR,United Kingdom,372059498514.0
2003,GBR,United Kingdom,425369491041.0
2004,GBR,United Kingdom,502886191564.0
2005,GBR,United Kingdom,528460952104.0
2006,GBR,United Kingdom,614811651266.0
2001,GEO,Georgia,753227816.0
2002,GEO,Georgia,795539063.0
2003,GEO,Georgia,1141164677.0
2004,GEO,Georgia,1845554935.0
2005,GEO,Georgia,2489951668.0
2006,GEO,Georgia,3674472790.0
2001,GHA,Ghana,3153813464.0
2002,GHA,Ghana,2708252300.0
2003,GHA,Ghana,3210187242.0
2004,GHA,Ghana,4073953957.0
2005,GHA,Ghana,4878389271.0
2006,GHA,Ghana,5328824601.0
2001,GIN,Guinea,597420096.0
2002,GIN,Guinea,667967156.0
2004,GIN,Guinea,955010071.0
2005,GIN,Guinea,1647816120.0
2006,GIN,Guinea,1063903656.0
2001,GMB,Gambia,133520966.616
2002,GMB,Gambia,160968830.512
2003,GMB,Gambia,158526098.624
2004,GMB,Gambia,236599131.078
2005,GMB,Gambia,260400046.444
2006,GMB,Gambia,257934655.852
2003,GNB,Guinea-Bissau,63867748.0
2004,GNB,Guinea-Bissau,57146685.0
2005,GNB,Guinea-Bissau,111684811.0
2001,GRC,Greece,28434455939.0
2002,GRC,Greece,31299036006.0
2003,GRC,Greece,44854519863.0
2004,GRC,Greece,52810385204.0
2005,GRC,Greece,54893897323.0
2006,GRC,Greece,63738963855.0
2001,GRD,Grenada,212155786.0
2002,GRD,Grenada,198821724.0
2003,GRD,Grenada,253596774.0
2004,GRD,Grenada,250481548.0
2005,GRD,Grenada,334034364.0
2006,GRD,Grenada,298907572.0
2001,GRL,Greenland,343889923.0
2002,GRL,Greenland,417475360.0
2003,GRL,Greenland,525693938.0
2004,GRL,Greenland,593033393.0
2005,GRL,Greenland,699512589.0
2006,GRL,Greenland,682204068.0
2001,GTM,Guatemala,5597373901.0
2002,GTM,Guatemala,6300633464.0
2003,GTM,Guatemala,6721524007.0
2004,GTM,Guatemala,7811604776.0
2005,GTM,Guatemala,10499537305.0
2006,GTM,Guatemala,9539736283.0
2001,GUY,Guyana,586479659.0
2002,GUY,Guyana,564504990.0
2003,GUY,Guyana,558394956.0
2004,GUY,Guyana,661289454.0
2005,GUY,Guyana,778141255.0
2006,GUY,Guyana,892927369.0
2001,HKG,"China, Hong Kong SAR",202008927992.0
2002,HKG,"China, Hong Kong SAR",207969014584.0
2003,HKG,"China, Hong Kong SAR",233249013923.0
2004,HKG,"China, Hong Kong SAR",272957200609.0
2005,HKG,"China, Hong Kong SAR",300160445734.0
2006,HKG,"China, Hong Kong SAR",335753795662.0
2001,HND,Honduras,2926704801.0
2002,HND,Honduras,2875097593.0
2003,HND,Honduras,3142436676.0
2004,HND,Honduras,3685247043.0
2005,HND,Honduras,4419363283.0
2006,HND,Honduras,4920567258.0
2001,HRV,Croatia,9147129932.0
2002,HRV,Croatia,10722045127.0
2003,HRV,Croatia,14209034610.0
2004,HRV,Croatia,16589172476.0
2005,HRV,Croatia,18560366869.0
2006,HRV,Croatia,21502493972.0
2001,HUN,Hungary,33681734000.0
2002,HUN,Hungary,37611572000.0
2003,HUN,Hungary,47674542000.0
2004,HUN,Hungary,60248602000.0
2005,HUN,Hungary,65919579000.0
2006,HUN,Hungary,76978511000.0
2001,IDN,Indonesia,30962141083.0
2002,IDN,Indonesia,31288842009.0
2003,IDN,Indonesia,32550681484.0
2004,IDN,Indonesia,46524531358.0
2005,IDN,Indonesia,57700880915.0
2006,IDN,Indonesia,61065465233.0
2001,IND,India,50671105810.0
2002,IND,India,57453468557.0
2003,IND,India,72430524382.0
2004,IND,India,98981129472.0
2005,IND,India,140861666918.0
2006,IND,India,178212440308.0
2001,IRL,Ireland,50553766054.587
2002,IRL,Ireland,52036268304.831
2003,IRL,Ireland,54853985116.16
2004,IRL,Ireland,64095876093.154
2005,IRL,Ireland,72698221612.665
2006,IRL,Ireland,80142838294.478
2001,IRN,Iran,16173077887.0
2002,IRN,Iran,20335748604.0
2003,IRN,Iran,25638123300.0
2004,IRN,Iran,32997068838.0
2005,IRN,Iran,38674659916.0
2006,IRN,Iran,40685758840.0
2001,ISL,Iceland,2279336835.0
2002,ISL,Iceland,2273536948.0
2003,ISL,Iceland,2826527967.0
2004,ISL,Iceland,3712831691.0
2005,ISL,Iceland,4978892568.0
2006,ISL,Iceland,5991114989.0
2001,ISR,Israel,33303113000.0
2002,ISR,Israel,33105904000.0
2003,ISR,Israel,34210938000.0
2004,ISR,Israel,40969518000.0
2005,ISR,Israel,45032350000.0
2006,ISR,Israel,47834446000.0
2001,ITA,Italy,227985467695.24
2002,ITA,Italy,238776125368.843
2003,ITA,Italy,287131410182.162
2004,ITA,Italy,343206791698.459
2005,ITA,Italy,368545823161.19
2006,ITA,Italy,442545073900.701
2001,JAM,Jamaica,3402566396.0
2002,JAM,Jamaica,3543112996.0
2003,JAM,Jamaica,3616831732.0
2004,JAM,Jamaica,3933098906.0
2005,JAM,Jamaica,4884830770.0
2006,JAM,Jamaica,5041379298.0
2001,JOR,Jordan,4871335641.0
2002,JOR,Jordan,5019698847.0
2003,JOR,Jordan,5653164044.0
2004,JOR,Jordan,8143592157.0
2005,JOR,Jordan,10454580107.0
2006,JOR,Jordan,11446909876.0
2001,JPN,Japan,349291914271.0
2002,JPN,Japan,337613132781.0
2003,JPN,Japan,383465329855.0
2004,JPN,Japan,455253886201.0
2005,JPN,Japan,515866387675.0
2006,JPN,Japan,579063944637.0
2001,KAZ,Kazakhstan,6280202000.0
2002,KAZ,Kazakhstan,6581124800.0
2003,KAZ,Kazakhstan,8401999500.0
2004,KAZ,Kazakhstan,12773473442.0
2005,KAZ,Kazakhstan,17333158546.0
2006,KAZ,Kazakhstan,23660993437.0
2001,KEN,Kenya,4007964729.0
2002,KEN,Kenya,3327264967.0
2003,KEN,Kenya,3475176733.0
2004,KEN,Kenya,4563489230.0
2005,KEN,Kenya,5846168469.0
2006,KEN,Kenya,7232946743.0
2001,KGZ,Kyrgyzstan,467244870.0
2002,KGZ,Kyrgyzstan,579360285.0
2003,KGZ,Kyrgyzstan,716959769.0
2004,KGZ,Kyrgyzstan,940930063.0
2005,KGZ,Kyrgyzstan,1107818074.0
2006,KGZ,Kyrgyzstan,1718196677.0
2001,KHM,Cambodia,1506907504.0
2002,KHM,Cambodia,1667231535.0
2003,KHM,Cambodia,1774692299.0
2004,KHM,Cambodia,2062692658.0
2005,KHM,Cambodia,2551964350.0
2006,KHM,Cambodia,2989223904.0
2004,KIR,Kiribati,57307841.0
2005,KIR,Kiribati,74048956.0
2006,KIR,Kiribati,62071549.0
2001,KNA,Saint Kitts and Nevis,189071199.0
2002,KNA,Saint Kitts and Nevis,201307838.0
2003,KNA,Saint Kitts and Nevis,199375181.0
2004,KNA,Saint Kitts and Nevis,182680799.0
2005,KNA,Saint Kitts and Nevis,210241064.0
2006,KNA,Saint Kitts and Nevis,249531329.0
2001,KOR,Rep. of Korea,141097085957.0
2002,KOR,Rep. of Korea,152124371610.0
2003,KOR,Rep. of Korea,178825838249.0
2004,KOR,Rep. of Korea,224460924213.0
2005,KOR,Rep. of Korea,261235582842.0
2006,KOR,Rep. of Korea,309379478872.0
2001,KWT,Kuwait,7869465038.0
2002,KWT,Kuwait,9007315385.0
2003,KWT,Kuwait,10991765434.0
2004,KWT,Kuwait,12630613695.0
2006,KWT,Kuwait,17239735172.0
2001,LBN,Lebanon,7290372448.0
2002,LBN,Lebanon,6443840727.0
2003,LBN,Lebanon,7167481673.0
2004,LBN,Lebanon,9385039000.0
2005,LBN,Lebanon,9326988000.0
2006,LBN,Lebanon,9395085285.0
2001,LCA,Saint Lucia,275834024.0
2002,LCA,Saint Lucia,314986937.0
2003,LCA,Saint Lucia,407686872.0
2004,LCA,Saint Lucia,421582451.0
2005,LCA,Saint Lucia,485774644.0
2006,LCA,Saint Lucia,592368190.0
2001,LKA,Sri Lanka,5417779168.0
2002,LKA,Sri Lanka,6038677070.0
2003,LKA,Sri Lanka,6514295591.0
2004,LKA,Sri Lanka,7852070730.0
2005,LKA,Sri Lanka,8307067738.0
2006,LKA,Sri Lanka,9773149992.0
2001,LSO,Lesotho,552578606.536
2002,LSO,Lesotho,685640400.438
2003,LSO,Lesotho,1052053878.273
2004,LSO,Lesotho,1177931928.255
2005,LSO,Lesotho,754946450.15
2006,LSO,Lesotho,799615982.587
2001,LTU,Lithuania,6353270703.0
2002,LTU,Lithuania,7709298630.0
2003,LTU,Lithuania,9803621823.0
2004,LTU,Lithuania,12379187104.0
2005,LTU,Lithuania,15510441646.0
2006,LTU,Lithuania,19388387912.0
2001,LUX,Luxembourg,11187657219.0
2002,LUX,Luxembourg,11528844484.0
2003,LUX,Luxembourg,13646402935.0
2004,LUX,Luxembourg,16771715410.0
2005,LUX,Luxembourg,17585502503.0
2006,LUX,Luxembourg,19640455309.0
2001,LVA,Latvia,2805548324.377
2002,LVA,Latvia,3360036455.453
2003,LVA,Latvia,4810817136.298
2004,LVA,Latvia,6734913290.245
2005,LVA,Latvia,8615425220.662
2006,LVA,Latvia,11395514303.729
2001,MAC,"China, Macao SAR",2297230049.421
2002,MAC,"China, Macao SAR",2594063332.762
2003,MAC,"China, Macao SAR",2789342579.401
2004,MAC,"China, Macao SAR",3544747281.002
2005,MAC,"China, Macao SAR",3969935206.894
2006,MAC,"China, Macao SAR",4644079413.969
2001,MAR,Morocco,11047745645.035
2002,MAR,Morocco,11834561102.559
2003,MAR,Morocco,14209445522.077
2004,MAR,Morocco,17759209490.185
2005,MAR,Morocco,20795698231.749
2006,MAR,Morocco,23935925689.866
2001,MDA,Rep. of Moldova,892475652.0
2002,MDA,Rep. of Moldova,1038367696.0
2003,MDA,Rep. of Moldova,1402442035.0
2004,MDA,Rep. of Moldova,1768533736.0
2005,MDA,Rep. of Moldova,2292292371.0
2006,MDA,Rep. of Moldova,2693162630.0
2001,MDG,Madagascar,913103283.305
2002,MDG,Madagascar,600474971.353
2003,MDG,Madagascar,1298775907.946
2004,MDG,Madagascar,1760843687.371
2005,MDG,Madagascar,1709145640.942
2006,MDG,Madagascar,1743507598.677
2001,MDV,Maldives,387885184.0
2002,MDV,Maldives,391722229.0
2003,MDV,Maldives,470783245.0
2004,MDV,Maldives,641816856.0
2005,MDV,Maldives,744864586.0
2006,MDV,Maldives,926525089.0
2001,MEX,Mexico,168376890806.0
2002,MEX,Mexico,168650540779.0
2003,MEX,Mexico,170545787086.0
2004,MEX,Mexico,196808374762.0
2005,MEX,Mexico,221818979783.0
2006,MEX,Mexico,256085920260.0
2001,MKD,North Macedonia,1693600098.87
2002,MKD,North Macedonia,1995154132.85
2003,MKD,North Macedonia,2306343407.29
2004,MKD,North Macedonia,2931622621.82
2005,MKD,North Macedonia,3232834156.54
2006,MKD,North Macedonia,3752241416.66
2001,MLI,Mali,987956836.0
2002,MLI,Mali,927153814.0
2003,MLI,Mali,1271095915.0
2004,MLI,Mali,1364422211.0
2005,MLI,Mali,1543598939.0
2006,MLI,Mali,1819763040.0
2001,MLT,Malta,2725032393.0
2002,MLT,Malta,2839178669.0
2003,MLT,Malta,3402368654.0
2004,MLT,Malta,4153374583.0
2005,MLT,Malta,3865229252.0
2006,MLT,Malta,4395512725.0
2001,MMR,Myanmar,2896279340.0
2006,MNE,Montenegro,1841505244.0
2001,MNG,Mongolia,630122420.0
2003,MNG,Mongolia,801010994.0
2004,MNG,Mongolia,1021145584.0
2005,MNG,Mongolia,1182558833.0
2006,MNG,Mongolia,1485599162.0
2001,MOZ,Mozambique,1063107906.0
2002,MOZ,Mozambique,1542963471.0
2003,MOZ,Mozambique,1752997456.0
2004,MOZ,Mozambique,2034671767.0
2005,MOZ,Mozambique,2408195310.0
2006,MOZ,Mozambique,2869326549.0
2001,MRT,Mauritania,374066252.0
2002,MRT,Mauritania,355393412.0
2003,MRT,Mauritania,386406015.0
2004,MRT,Mauritania,1339968925.0
2005,MRT,Mauritania,1342035638.0
2006,MRT,Mauritania,1073326144.0
2001,MSR,Montserrat,19372737.0
2002,MSR,Montserrat,25423296.0
2003,MSR,Montserrat,28417005.0
2004,MSR,Montserrat,28723848.0
2005,MSR,Montserrat,29757430.0
2006,MSR,Montserrat,30199083.0
2001,MUS,Mauritius,1994806239.0
2002,MUS,Mauritius,2168970329.0
2003,MUS,Mauritius,2389800269.0
2004,MUS,Mauritius,2777440319.0
2005,MUS,Mauritius,3160116999.0
2006,MUS,Mauritius,3643329747.0
2001,MWI,Malawi,550447582.142
2002,MWI,Malawi,702307565.16
2003,MWI,Malawi,792894842.518
2004,MWI,Malawi,928599380.578
2005,MWI,Malawi,1180588504.415
2006,MWI,Malawi,1287844446.534
2001,MYS,Malaysia,73846608845.0
2002,MYS,Malaysia,86136022725.0
2003,MYS,Malaysia,83613981628.0
2004,MYS,Malaysia,105156808107.0
2005,MYS,Malaysia,114289820494.0
2006,MYS,Malaysia,131127047764.0
2001,MYT,Mayotte (Overseas France),160118277.0
2002,MYT,Mayotte (Overseas France),172109522.0
2003,MYT,Mayotte (Overseas France),215649391.0
2004,MYT,Mayotte (Overseas France),281602402.0
2005,MYT,Mayotte (Overseas France),309498978.0
2006,MYT,Mayotte (Overseas France),365149295.0
2001,NAM,Namibia,1500564135.0
2002,NAM,Namibia,1301160167.0
2003,NAM,Namibia,1414798054.0
2004,NAM,Namibia,2421797181.0
2005,NAM,Namibia,2525155747.0
2006,NAM,Namibia,2798541114.0
2001,NCL,New Caledonia,931673439.0
2002,NCL,New Caledonia,1006070303.0
2003,NCL,New Caledonia,1540434916.0
2004,NCL,New Caledonia,1635768061.0
2005,NCL,New Caledonia,1773617982.0
2006,NCL,New Caledonia,1997697476.0
2001,NER,Niger,383748353.0
2002,NER,Niger,432040376.0
2003,NER,Niger,565554828.0
2004,NER,Niger,667174012.0
2005,NER,Niger,735569652.0
2006,NER,Niger,860189925.0
2001,NGA,Nigeria,7958202243.0
2002,NGA,Nigeria,8758472458.0
2003,NGA,Nigeria,14891746234.0
2006,NGA,Nigeria,22903337702.0
2001,NIC,Nicaragua,1773378962.0
2002,NIC,Nicaragua,1788094157.0
