period,reporterISO,reporterDesc,total_exports_usd
2021,STP,Sao Tome and Principe,19174845.703
2022,STP,Sao Tome and Principe,22588961.006
2023,STP,Sao Tome and Principe,16554568.871
2019,SUR,Suriname,2155132556.567
2020,SUR,Suriname,2193348936.33
2021,SUR,Suriname,2291325827.04
2022,SUR,Suriname,2836282376.6
2023,SUR,Suriname,2310899797.996
2019,SVK,Slovakia,89920373305.213
2020,SVK,Slovakia,87017178740.362
2021,SVK,Slovakia,104733320881.922
2022,SVK,Slovakia,108238390513.634
2023,SVK,Slovakia,117250176700.994
2019,SVN,Slovenia,37574594379.51
2020,SVN,Slovenia,37471094173.243
2021,SVN,Slovenia,46692128069.11
2022,SVN,Slovenia,55306018472.303
2023,SVN,Slovenia,59506954977.681
2019,SWE,Sweden,160531242220.729
2020,SWE,Sweden,154935587125.87
2021,SWE,Sweden,189635063199.877
2022,SWE,Sweden,197527811301.403
2023,SWE,Sweden,197533884155.232
2019,SWZ,Eswatini,2001636601.29
2020,SWZ,Eswatini,1752113941.92
2021,SWZ,Eswatini,2068468810.41
2022,SWZ,Eswatini,1990597273.84
2023,SWZ,Eswatini,2095601709.12
2019,SYC,Seychelles,824082560.113
2020,SYC,Seychelles,961131158.875
2021,SYC,Seychelles,633870713.486
2022,SYC,Seychelles,605297871.488
2023,SYC,Seychelles,548099876.614
2019,TGO,Togo,1010865429.946
2020,TGO,Togo,978690201.958
2021,TGO,Togo,1059661549.336
2022,TGO,Togo,1348260705.697
2023,TGO,Togo,1455558435.282
2019,THA,Thailand,246266050278.469
2020,THA,Thailand,231633852340.051
2021,THA,Thailand,272005785496.897
2022,THA,Thailand,287424243392.196
2023,THA,Thailand,285074082028.583
2019,TJK,Tajikistan,891973123.0
2020,TJK,Tajikistan,709134934.0
2021,TJK,Tajikistan,1476799996.0
2022,TJK,Tajikistan,1669060470.0
2023,TJK,Tajikistan,1260585220.0
2019,TLS,Timor-Leste,141422984.55
2020,TLS,Timor-Leste,249889238.74
2021,TLS,Timor-Leste,458303194.55
2022,TLS,Timor-Leste,471773786.06
2023,TLS,Timor-Leste,163722075.93
2019,TON,Tonga,42473688.492
2020,TON,Tonga,16962908.527
2021,TON,Tonga,12792868.885
2022,TON,Tonga,61864443.28
2023,TON,Tonga,11933803.519
2019,TTO,Trinidad and Tobago,7191889249.851
2020,TTO,Trinidad and Tobago,5519378227.789
2021,TTO,Trinidad and Tobago,8620228624.916
2022,TTO,Trinidad and Tobago,11529004578.974
2023,TTO,Trinidad and Tobago,7863534522.563
2019,TUN,Tunisia,14944087490.866
2020,TUN,Tunisia,13860831812.49
2021,TUN,Tunisia,16695198641.544
2022,TUN,Tunisia,18545384594.149
2023,TUN,Tunisia,20039655622.851
2019,TUR,Türkiye,180832721702.0
2020,TUR,Türkiye,169657939777.0
2021,TUR,Türkiye,225214458038.0
2022,TUR,Türkiye,254169747663.0
2023,TUR,Türkiye,255627429011.0
2019,TZA,United Rep. of Tanzania,5003764881.184
2020,TZA,United Rep. of Tanzania,6076410130.381
2021,TZA,United Rep. of Tanzania,6390862886.744
2022,TZA,United Rep. of Tanzania,6824846110.904
2023,TZA,United Rep. of Tanzania,7274328787.87
2019,UGA,Uganda,3563784978.21
2020,UGA,Uganda,4148958329.0
2021,UGA,Uganda,3965317044.55
2022,UGA,Uganda,3577444401.67
2023,UGA,Uganda,6305023286.34
2019,UKR,Ukraine,50054402431.03
2020,UKR,Ukraine,49230799582.56
2021,UKR,Ukraine,65870275510.39
2022,UKR,Ukraine,44443200593.62
2023,UKR,Ukraine,36185539498.82
2019,URY,Uruguay,7680345441.0
2020,URY,Uruguay,6863945565.0
2021,URY,Uruguay,9535273938.0
2022,URY,Uruguay,11183540265.0
2023,URY,Uruguay,9192776209.0
2019,USA,USA,1644276220783.0
2020,USA,USA,1430253623489.0
2021,USA,USA,1753136708106.0
2022,USA,USA,2062089832731.0
2023,USA,USA,2018542583771.0
2019,UZB,Uzbekistan,14929506690.43
2020,UZB,Uzbekistan,13280562707.47
2021,UZB,Uzbekistan,14092247992.431
2022,UZB,Uzbekistan,15286928437.648
2023,UZB,Uzbekistan,21016916974.258
2019,VCT,Saint Vincent and the Grenadines,38157024.14
2020,VCT,Saint Vincent and the Grenadines,55214771.47
2021,VCT,Saint Vincent and the Grenadines,34719205.288
2022,VCT,Saint Vincent and the Grenadines,44931173.969
2023,VCT,Saint Vincent and the Grenadines,40799282.271
2019,VNM,Viet Nam,264610322649.83
2020,VNM,Viet Nam,281441457236.895
2021,VNM,Viet Nam,335792597810.0
2022,VNM,Viet Nam,370909157438.999
2023,VNM,Viet Nam,353077513296.001
2019,WSM,Samoa,49272482.14
2021,WSM,Samoa,28836585.461
2022,WSM,Samoa,43296530.183
2023,WSM,Samoa,42913094.05
2019,YEM,Yemen,23783553.271
2023,YEM,Yemen,419722128.401
2019,ZAF,South Africa,89395988333.925
2020,ZAF,South Africa,85226766450.055
2021,ZAF,South Africa,121321278845.567
2022,ZAF,South Africa,121616282067.877
2023,ZAF,South Africa,110607523884.529
2019,ZMB,Zambia,7039405155.378
2020,ZMB,Zambia,7923921916.573
2021,ZMB,Zambia,11013140616.688
2022,ZMB,Zambia,11642769409.162
2023,ZMB,Zambia,10431183715.611
2019,ZWE,Zimbabwe,4279383537.68
2020,ZWE,Zimbabwe,4394811626.999
2021,ZWE,Zimbabwe,6036188240.041
2022,ZWE,Zimbabwe,6586208349.375
2023,ZWE,Zimbabwe,7225585953.31
