period,reporterISO,reporterDesc,total_exports_usd
2009,BGD,Bangladesh,15558633995.0
2010,BGD,Bangladesh,19230982559.0
2011,BGD,Bangladesh,24313744243.0
2012,BGD,Bangladesh,24513500832.0
2007,BGR,Bulgaria,18575129425.0
2008,BGR,Bulgaria,22485509057.0
2009,BGR,Bulgaria,16502519893.0
2010,BGR,Bulgaria,20608005156.0
2011,BGR,Bulgaria,28165219747.0
2012,BGR,Bulgaria,26698780088.0
2007,BHR,Bahrain,13664874240.0
2008,BHR,Bahrain,13082979789.0
2009,BHR,Bahrain,8383999812.0
2010,BHR,Bahrain,16059213418.0
2011,BHR,Bahrain,22561916650.0
2012,BHR,Bahrain,16621225728.0
2007,BHS,Bahamas,669976837.0
2008,BHS,Bahamas,701528661.0
2009,BHS,Bahamas,584878552.0
2010,BHS,Bahamas,620143299.0
2011,BHS,Bahamas,726943076.0
2012,BHS,Bahamas,828692195.0
2007,BIH,Bosnia Herzegovina,4151965348.0
2008,BIH,Bosnia Herzegovina,5021082673.0
2009,BIH,Bosnia Herzegovina,3953920135.0
2010,BIH,Bosnia Herzegovina,4803107191.0
2011,BIH,Bosnia Herzegovina,5850078709.0
2012,BIH,Bosnia Herzegovina,5161808996.0
2007,BLR,Belarus,24275244000.0
2008,BLR,Belarus,32570780500.0
2009,BLR,Belarus,21304172900.0
2010,BLR,Belarus,25283462300.0
2011,BLR,Belarus,41418672000.0
2012,BLR,Belarus,46059935000.0
2007,BLZ,Belize,266633572.0
2008,BLZ,Belize,295057821.0
2009,BLZ,Belize,261595685.36
2010,BLZ,Belize,305093264.378
2011,BLZ,Belize,379356293.32
2012,BLZ,Belize,401139617.0
2012,BMU,Bermuda,9624203.0
2007,BOL,Bolivia (Plurinational State of),4886102395.67
2008,BOL,Bolivia (Plurinational State of),7053621894.41
2009,BOL,Bolivia (Plurinational State of),5483902779.1
2010,BOL,Bolivia (Plurinational State of),7051433163.26
2011,BOL,Bolivia (Plurinational State of),9213940071.9
2012,BOL,Bolivia (Plurinational State of),11990832241.58
2007,BRA,Brazil,159816180731.0
2008,BRA,Brazil,195764624177.0
2009,BRA,Brazil,151791674186.0
2010,BRA,Brazil,200433952776.0
2011,BRA,Brazil,253665436795.0
2012,BRA,Brazil,239952538158.0
2007,BRB,Barbados,314230169.0
2008,BRB,Barbados,454194737.0
2009,BRB,Barbados,322725399.0
2010,BRB,Barbados,313684474.0
2011,BRB,Barbados,508446402.0
2012,BRB,Barbados,566438951.0
2007,BRN,Brunei Darussalam,7693278553.0
2008,BRN,Brunei Darussalam,10569069109.0
2009,BRN,Brunei Darussalam,7171066465.0
2010,BRN,Brunei Darussalam,8907961868.012
2011,BRN,Brunei Darussalam,12463872408.853
2012,BRN,Brunei Darussalam,13000827762.0
2007,BTN,Bhutan,674523575.0
2008,BTN,Bhutan,521415383.0
2009,BTN,Bhutan,495846190.0
2010,BTN,Bhutan,413482438.0
2011,BTN,Bhutan,452962797.0
2012,BTN,Bhutan,531227039.0
2007,BWA,Botswana,5072523185.0
2008,BWA,Botswana,4950877494.0
2009,BWA,Botswana,3455712288.0
2010,BWA,Botswana,4677029477.357
2011,BWA,Botswana,5915296536.509
2012,BWA,Botswana,6714347298.427
2007,CAF,Central African Rep.,131086670.0
2008,CAF,Central African Rep.,114200540.0
2009,CAF,Central African Rep.,80531817.0
2010,CAF,Central African Rep.,89815644.0
2011,CAF,Central African Rep.,103936772.0
2012,CAF,Central African Rep.,114177981.0
2007,CAN,Canada,419881603949.0
2008,CAN,Canada,455632184179.0
2009,CAN,Canada,315176831385.0
2010,CAN,Canada,386579899704.0
2011,CAN,Canada,450430007647.0
2012,CAN,Canada,454098967492.0
2007,CHE,Switzerland,196482243769.486
2008,CHE,Switzerland,236386210962.584
2009,CHE,Switzerland,204304593917.616
2010,CHE,Switzerland,195609280170.0
2011,CHE,Switzerland,234819262335.0
2012,CHE,Switzerland,312256653968.266
2007,CHL,Chile,68715323371.857
2008,CHL,Chile,64692345179.432
2009,CHL,Chile,55620204938.705
2010,CHL,Chile,71419914497.583
2011,CHL,Chile,81857173311.667
2012,CHL,Chile,78283508361.609
2007,CHN,China,1220059668452.0
2008,CHN,China,1430693066080.0
2009,CHN,China,1201646758080.0
2010,CHN,China,1577763750888.0
2011,CHN,China,1898388434783.0
2012,CHN,China,2048782233084.0
2007,CIV,Côte d'Ivoire,8067712995.0
2008,CIV,Côte d'Ivoire,9726922061.82
2009,CIV,Côte d'Ivoire,10305617950.786
2010,CIV,Côte d'Ivoire,10285208863.135
2011,CIV,Côte d'Ivoire,11109599174.72
2012,CIV,Côte d'Ivoire,10860929951.203
2007,CMR,Cameroon,4230114715.0
2008,CMR,Cameroon,2126727612.0
2009,CMR,Cameroon,1732408223.0
2010,CMR,Cameroon,3878432844.0
2011,CMR,Cameroon,2147386038.0
2012,CMR,Cameroon,4274981263.0
2007,COG,Congo,6293205516.0
2008,COG,Congo,9169742429.0
2009,COG,Congo,8201529531.0
2010,COG,Congo,6917584947.0
2011,COG,Congo,13823647482.0
2012,COG,Congo,7437932502.0
2008,COK,Cook Isds,4138465.0
2009,COK,Cook Isds,2746920.0
2010,COK,Cook Isds,5162836.0
2011,COK,Cook Isds,3124692.0
2007,COL,Colombia,29991332000.0
2008,COL,Colombia,37625882065.0
2009,COL,Colombia,32852985837.0
2010,COL,Colombia,39819528642.0
2011,COL,Colombia,56953516086.0
2012,COL,Colombia,60273618168.0
2007,COM,Comoros,8533076.0
2008,COM,Comoros,4289707.0
2009,COM,Comoros,12670148.315
2010,COM,Comoros,14441846.003
2011,COM,Comoros,26742833.222
2012,COM,Comoros,20611330.384
2007,CPV,Cabo Verde,114798211.0
2009,CPV,Cabo Verde,171304150.0
2010,CPV,Cabo Verde,220179508.0
2011,CPV,Cabo Verde,305754874.0
2012,CPV,Cabo Verde,336084474.0
2007,CRI,Costa Rica,8927618673.0
2008,CRI,Costa Rica,9744538493.0
2009,CRI,Costa Rica,8836344677.0
2010,CRI,Costa Rica,9044840676.0
2011,CRI,Costa Rica,10222241025.0
2012,CRI,Costa Rica,11250803893.0
2007,CYP,Cyprus,1486412281.0
2008,CYP,Cyprus,1713315359.0
2009,CYP,Cyprus,1350948810.0
2010,CYP,Cyprus,1506457953.0
2011,CYP,Cyprus,1954770383.0
2012,CYP,Cyprus,1826017361.0
2007,CZE,Czechia,120900492192.0
2008,CZE,Czechia,146087028735.0
2009,CZE,Czechia,112884321338.0
2010,CZE,Czechia,132140913815.0
2011,CZE,Czechia,162391721227.0
2012,CZE,Czechia,156422742613.0
2007,DEU,Germany,1328841354000.0
2008,DEU,Germany,1457462950353.873
2009,DEU,Germany,1125844047764.623
2010,DEU,Germany,1267743108880.736
2011,DEU,Germany,1483802558038.426
2012,DEU,Germany,1410146320662.183
2009,DJI,Djibouti,363708835.0
2007,DMA,Dominica,36833306.0
2008,DMA,Dominica,39993803.0
2009,DMA,Dominica,33486434.0
2010,DMA,Dominica,34115972.0
2012,DMA,Dominica,37013221.0
2007,DNK,Denmark,101957401495.0
2008,DNK,Denmark,116271811024.0
2009,DNK,Denmark,92090687343.0
2010,DNK,Denmark,96216730270.0
2011,DNK,Denmark,112713338879.0
2012,DNK,Denmark,106104022220.0
2007,DOM,Dominican Rep.,7247124158.02
2008,DOM,Dominican Rep.,6859135335.59
2009,DOM,Dominican Rep.,5529039583.204
2010,DOM,Dominican Rep.,4766733677.0
2011,DOM,Dominican Rep.,6112524200.0
2012,DOM,Dominican Rep.,7168472222.0
2007,DZA,Algeria,60163160346.0
2008,DZA,Algeria,79297591513.0
2009,DZA,Algeria,45193920241.0
2010,DZA,Algeria,57050973573.0
2011,DZA,Algeria,73436306091.0
2012,DZA,Algeria,71865748994.0
2007,ECU,Ecuador,13800363526.0
2008,ECU,Ecuador,18818325454.0
2009,ECU,Ecuador,13863049882.0
2010,ECU,Ecuador,17489921736.0
2011,ECU,Ecuador,22342523911.0
2012,ECU,Ecuador,23852016735.0
2007,EGY,Egypt,16194778896.238
2008,EGY,Egypt,26335157012.958
2009,EGY,Egypt,24213370744.062
2010,EGY,Egypt,26331836029.0
2011,EGY,Egypt,31582438765.0
2012,EGY,Egypt,29417005557.0
2007,ESP,Spain,253778450063.388
2008,ESP,Spain,279197236819.529
2009,ESP,Spain,223097750727.374
2010,ESP,Spain,247565705857.749
2011,ESP,Spain,299207388481.339
2012,ESP,Spain,290680282207.518
2007,EST,Estonia,11738645631.26
2008,EST,Estonia,13698897452.38
2009,EST,Estonia,10446001821.23
2010,EST,Estonia,12811364478.0
2011,EST,Estonia,18139131426.0
2012,EST,Estonia,18161223711.0
2007,ETH,Ethiopia,739377028.617
2008,ETH,Ethiopia,860015646.274
2009,ETH,Ethiopia,906914907.898
2010,ETH,Ethiopia,1331069300.07
2011,ETH,Ethiopia,1746547733.321
2012,ETH,Ethiopia,1984734051.374
2007,FIN,Finland,89798884876.0
2008,FIN,Finland,96896070517.0
2009,FIN,Finland,62860482542.0
2010,FIN,Finland,70116501475.0
2011,FIN,Finland,78794218004.0
2012,FIN,Finland,72974489144.0
2007,FJI,Fiji,745733491.0
2008,FJI,Fiji,921911052.0
2009,FJI,Fiji,628674985.0
2010,FJI,Fiji,841361398.0
2011,FJI,Fiji,1069470694.0
2012,FJI,Fiji,1220602428.0
2007,FRA,France,539730711536.0
2008,FRA,France,594504995007.0
2009,FRA,France,464112810974.0
2010,FRA,France,511651042741.0
2011,FRA,France,585723823817.0
2012,FRA,France,558460545476.0
2007,FRO,Faroe Isds,746230393.0
2008,FRO,Faroe Isds,852090544.0
2009,FRO,Faroe Isds,761743826.0
2007,FSM,FS Micronesia,16189640.0
2008,FSM,FS Micronesia,21193756.0
2009,FSM,FS Micronesia,18318508.0
2010,FSM,FS Micronesia,22738754.0
2011,FSM,FS Micronesia,36693832.0
2012,FSM,FS Micronesia,45090130.0
2007,GAB,Gabon,6302024820.0
2008,GAB,Gabon,9565944258.0
2009,GAB,Gabon,5355977813.0
2010,GAB,Gabon,8686266905.426
2011,GAB,Gabon,5204267218.23
2012,GAB,Gabon,12128808585.042
2007,GBR,United Kingdom,454005489911.0
2008,GBR,United Kingdom,482020961916.0
2009,GBR,United Kingdom,359615540058.0
2010,GBR,United Kingdom,422014118473.0
2011,GBR,United Kingdom,517288693419.0
2012,GBR,United Kingdom,481225753723.0
2007,GEO,Georgia,1232361132.0
2008,GEO,Georgia,1497484598.0
2009,GEO,Georgia,1133629367.0
2010,GEO,Georgia,1677298831.0
2011,GEO,Georgia,2186407408.0
2012,GEO,Georgia,2376634360.0
2007,GHA,Ghana,3533792022.0
2008,GHA,Ghana,3809918541.0
2009,GHA,Ghana,5070533314.0
2010,GHA,Ghana,5233153666.655
2011,GHA,Ghana,18146652693.0
2012,GHA,Ghana,15761184044.0
2007,GIN,Guinea,1058982940.0
2008,GIN,Guinea,1430535075.0
2007,GMB,Gambia,12163635.93
2008,GMB,Gambia,11843986.296
2009,GMB,Gambia,34804467.827
2010,GMB,Gambia,65111295.308
2011,GMB,Gambia,95533564.437
2012,GMB,Gambia,118765052.655
2007,GRC,Greece,23504156356.0
2008,GRC,Greece,31127436552.0
2009,GRC,Greece,24236625001.0
2010,GRC,Greece,27585695544.0
2011,GRC,Greece,33377038760.0
2012,GRC,Greece,35151146150.0
2007,GRD,Grenada,33410869.0
2008,GRD,Grenada,30538190.0
2010,GRD,Grenada,24914821.752
2011,GRD,Grenada,31326420.155
2012,GRD,Grenada,38048415.655
2007,GRL,Greenland,431128933.0
2008,GRL,Greenland,490155529.0
2009,GRL,Greenland,373288492.34
2010,GRL,Greenland,388639959.1
2011,GRL,Greenland,493671040.7
2012,GRL,Greenland,477771256.32
2007,GTM,Guatemala,6898539854.0
2008,GTM,Guatemala,7736696571.0
2009,GTM,Guatemala,7208585980.0
2010,GTM,Guatemala,8460152695.0
2011,GTM,Guatemala,10161041018.0
2012,GTM,Guatemala,10124387112.0
2007,GUY,Guyana,784713505.0
2008,GUY,Guyana,830214277.0
2009,GUY,Guyana,788385151.0
2010,GUY,Guyana,900754248.0
2011,GUY,Guyana,1178649002.0
2012,GUY,Guyana,1436600004.0
2007,HKG,"China, Hong Kong SAR",349385574962.0
2008,HKG,"China, Hong Kong SAR",370241818728.0
2009,HKG,"China, Hong Kong SAR",329421934952.0
2010,HKG,"China, Hong Kong SAR",400692015208.0
2011,HKG,"China, Hong Kong SAR",455573380134.0
2012,HKG,"China, Hong Kong SAR",492907471544.0
2007,HND,Honduras,2391439379.0
2009,HND,Honduras,2595325387.0
2010,HND,Honduras,3103682949.0
2011,HND,Honduras,3533561031.0
2012,HND,Honduras,4696173655.0
2007,HRV,Croatia,12360221564.0
2008,HRV,Croatia,14123674785.0
2009,HRV,Croatia,10491835496.0
2010,HRV,Croatia,11810676241.0
2011,HRV,Croatia,13364022440.0
2012,HRV,Croatia,12368983411.0
2007,HUN,Hungary,94590870000.0
2008,HUN,Hungary,108211166000.0
2009,HUN,Hungary,82571847000.0
2010,HUN,Hungary,94748737000.0
2011,HUN,Hungary,111216834000.0
2012,HUN,Hungary,102829804313.0
2007,IDN,Indonesia,114100872803.0
2008,IDN,Indonesia,137020424402.0
2009,IDN,Indonesia,116509991781.0
2010,IDN,Indonesia,157779103470.0
2011,IDN,Indonesia,203496619185.0
2012,IDN,Indonesia,190031839234.0
2007,IND,India,145898053464.0
2008,IND,India,181860898300.0
2009,IND,India,176765036339.0
2010,IND,India,220408495991.0
2011,IND,India,301483250168.0
2012,IND,India,289564769447.0
2007,IRL,Ireland,124137318093.813
2008,IRL,Ireland,130165871250.82
2009,IRL,Ireland,122162041907.299
2010,IRL,Ireland,120538527500.036
2011,IRL,Ireland,129708688826.933
2012,IRL,Ireland,120208957761.425
2010,IRN,Iran,83785000000.0
2011,IRN,Iran,130543999999.0
2010,IRQ,Iraq,52482645595.45
2011,IRQ,Iraq,83225868809.0
2012,IRQ,Iraq,94369280008.0
2007,ISL,Iceland,4772043014.0
2008,ISL,Iceland,5355429839.0
2009,ISL,Iceland,4056961689.0
2010,ISL,Iceland,4603089478.0
2011,ISL,Iceland,5348791180.0
2012,ISL,Iceland,5063441687.0
2007,ISR,Israel,54091395000.0
2008,ISR,Israel,61337485000.0
2009,ISR,Israel,47934614000.0
2010,ISR,Israel,58413028000.0
2011,ISR,Israel,67796328000.0
2012,ISR,Israel,63140635000.0
2007,ITA,Italy,499871158545.944
2008,ITA,Italy,542727534918.132
2009,ITA,Italy,406900260112.923
2010,ITA,Italy,446839829715.0
2011,ITA,Italy,523256296222.0
2012,ITA,Italy,501528850943.0
2007,JAM,Jamaica,2223961348.0
2008,JAM,Jamaica,2438809719.0
2009,JAM,Jamaica,1316037052.0
2010,JAM,Jamaica,1327601926.0
2011,JAM,Jamaica,1622859783.0
2012,JAM,Jamaica,1711790055.0
2007,JOR,Jordan,5700016552.0
2008,JOR,Jordan,7781764523.0
2009,JOR,Jordan,6365744224.0
2010,JOR,Jordan,7023137455.0
2011,JOR,Jordan,7963486078.0
2012,JOR,Jordan,7877135557.0
2007,JPN,Japan,714327036486.0
2008,JPN,Japan,781412163342.0
2009,JPN,Japan,580718733734.0
2010,JPN,Japan,769773832480.0
2011,JPN,Japan,823183758647.0
2012,JPN,Japan,798620022574.0
2007,KAZ,Kazakhstan,47747902401.0
2008,KAZ,Kazakhstan,71171956161.0
2009,KAZ,Kazakhstan,43195762042.0
2010,KAZ,Kazakhstan,57244063938.0
2011,KAZ,Kazakhstan,88107933672.0
2012,KAZ,Kazakhstan,92281520630.0
2007,KEN,Kenya,4080799730.0
2008,KEN,Kenya,5000948541.0
2009,KEN,Kenya,4463443078.0
2010,KEN,Kenya,5169111916.0
2007,KGZ,Kyrgyzstan,1134181270.0
2008,KGZ,Kyrgyzstan,1617561433.0
2009,KGZ,Kyrgyzstan,1178273614.0
2010,KGZ,Kyrgyzstan,1488400507.0
2011,KGZ,Kyrgyzstan,1978932373.0
2012,KGZ,Kyrgyzstan,1683236842.0
2007,KHM,Cambodia,3531236905.0
2008,KHM,Cambodia,4358188285.0
2009,KHM,Cambodia,4992009584.0
2010,KHM,Cambodia,5590104093.0
2011,KHM,Cambodia,6704136957.0
2012,KHM,Cambodia,5796273596.0
2007,KIR,Kiribati,10143500.0
2008,KIR,Kiribati,7517744.0
2009,KIR,Kiribati,6275811.0
2010,KIR,Kiribati,3893963.0
2011,KIR,Kiribati,8597627.0
2012,KIR,Kiribati,5815501.0
2007,KNA,Saint Kitts and Nevis,34088992.0
2008,KNA,Saint Kitts and Nevis,51167861.0
2009,KNA,Saint Kitts and Nevis,37674175.0
2010,KNA,Saint Kitts and Nevis,32013187.0
2011,KNA,Saint Kitts and Nevis,44886028.0
2012,KNA,Saint Kitts and Nevis,47651109.0
2007,KOR,Rep. of Korea,371477103604.0
2008,KOR,Rep. of Korea,422003479066.0
2009,KOR,Rep. of Korea,363531063379.0
2010,KOR,Rep. of Korea,466380619660.0
2011,KOR,Rep. of Korea,555208897965.0
2012,KOR,Rep. of Korea,547854447999.0
2007,KWT,Kuwait,62691155983.0
2008,KWT,Kuwait,87457022363.0
2009,KWT,Kuwait,51936562953.0
2010,KWT,Kuwait,62698237006.0
2011,KWT,Kuwait,102695762451.0
2010,LAO,Lao People's Dem. Rep.,1908744656.0
2011,LAO,Lao People's Dem. Rep.,1898021883.0
2012,LAO,Lao People's Dem. Rep.,1597135450.0
2007,LBN,Lebanon,2816320674.0
2008,LBN,Lebanon,3478305474.0
2009,LBN,Lebanon,3484154763.0
2010,LBN,Lebanon,4254184915.0
2011,LBN,Lebanon,4266856015.0
2012,LBN,Lebanon,4446163434.0
2007,LBY,Libya,32503486809.0
2008,LBY,Libya,44696436406.0
2009,LBY,Libya,27255515045.0
2010,LBY,Libya,36440413733.0
2007,LCA,Saint Lucia,52455284.0
2008,LCA,Saint Lucia,164022458.0
2009,LCA,Saint Lucia,253660394.0
2010,LCA,Saint Lucia,215067728.0
2011,LCA,Saint Lucia,137042116.0
2012,LCA,Saint Lucia,76289129.0
2007,LKA,Sri Lanka,7661314769.0
2008,LKA,Sri Lanka,8176816898.0
2009,LKA,Sri Lanka,7121490779.0
2010,LKA,Sri Lanka,8304051802.0
2011,LKA,Sri Lanka,10011281529.0
2012,LKA,Sri Lanka,9369784036.0
2007,LSO,Lesotho,536290021.522
2008,LSO,Lesotho,709878822.032
2009,LSO,Lesotho,602545142.901
2010,LSO,Lesotho,487296344.418
2011,LSO,Lesotho,752623433.839
2012,LSO,Lesotho,666184167.447
2007,LTU,Lithuania,17162395776.0
2008,LTU,Lithuania,23769895309.0
2009,LTU,Lithuania,16496339312.0
2010,LTU,Lithuania,20813922632.0
2011,LTU,Lithuania,28068648237.0
2012,LTU,Lithuania,29652662128.0
2007,LUX,Luxembourg,16197286679.0
2008,LUX,Luxembourg,17380796716.0
2009,LUX,Luxembourg,12542132517.0
2010,LUX,Luxembourg,13911259203.0
2011,LUX,Luxembourg,16307879411.0
2012,LUX,Luxembourg,13726902677.0
2007,LVA,Latvia,7878617579.102
2008,LVA,Latvia,9268423118.537
2009,LVA,Latvia,7148939953.219
2010,LVA,Latvia,8850801231.0
2011,LVA,Latvia,11988196196.0
2012,LVA,Latvia,12685521524.0
2007,MAC,"China, Macao SAR",2099720602.495
2008,MAC,"China, Macao SAR",1590879298.205
2009,MAC,"China, Macao SAR",718785902.02
2010,MAC,"China, Macao SAR",521166520.626
2011,MAC,"China, Macao SAR",563741761.085
2012,MAC,"China, Macao SAR",714328310.25
2007,MAR,Morocco,15321254739.863
2008,MAR,Morocco,20094617472.692
2009,MAR,Morocco,14027368733.26
2010,MAR,Morocco,17764791264.0
2011,MAR,Morocco,21649934076.0
2012,MAR,Morocco,21417184362.0
2007,MDA,Rep. of Moldova,1341797788.0
2008,MDA,Rep. of Moldova,1591416136.0
2009,MDA,Rep. of Moldova,1282980994.0
2010,MDA,Rep. of Moldova,1541486761.0
2011,MDA,Rep. of Moldova,2216814952.0
2012,MDA,Rep. of Moldova,2161879421.0
2007,MDG,Madagascar,1314187477.446
2008,MDG,Madagascar,1672353743.354
2009,MDG,Madagascar,1087844386.071
2010,MDG,Madagascar,1054610882.204
2011,MDG,Madagascar,1479708850.196
2012,MDG,Madagascar,1202142999.745
2007,MDV,Maldives,108170984.0
2008,MDV,Maldives,126363406.0
2009,MDV,Maldives,76665464.0
2010,MDV,Maldives,74202946.0
2011,MDV,Maldives,121993061.0
2012,MDV,Maldives,161606754.0
2007,MEX,Mexico,271821215424.0
2008,MEX,Mexico,291264808810.0
2009,MEX,Mexico,229712337305.0
2010,MEX,Mexico,298305075136.0
2011,MEX,Mexico,349326581717.0
2012,MEX,Mexico,370706658359.0
2007,MKD,North Macedonia,3398268022.65
2008,MKD,North Macedonia,3990642204.86
2009,MKD,North Macedonia,2708486778.72
2010,MKD,North Macedonia,3351429173.89
2011,MKD,North Macedonia,4478313344.0
2012,MKD,North Macedonia,4015402908.0
2007,MLI,Mali,1440624796.0
2008,MLI,Mali,1918264275.0
2010,MLI,Mali,1996261290.0
2011,MLI,Mali,2374496601.0
2012,MLI,Mali,2610386505.0
2007,MLT,Malta,3158339102.0
2008,MLT,Malta,3028516490.0
2009,MLT,Malta,2280269219.0
2010,MLT,Malta,3716753993.0
2011,MLT,Malta,5278693591.0
2012,MLT,Malta,5646270198.0
2010,MMR,Myanmar,8873435869.14
2011,MMR,Myanmar,8127869283.0
2012,MMR,Myanmar,9053439163.0
2007,MNE,Montenegro,626289117.0
2008,MNE,Montenegro,616616100.0
2009,MNE,Montenegro,387540282.0
2010,MNE,Montenegro,436575412.0
2011,MNE,Montenegro,627531806.0
2012,MNE,Montenegro,468788331.0
2007,MNG,Mongolia,1886552768.0
2007,MOZ,Mozambique,2412078629.0
2008,MOZ,Mozambique,2653259648.0
2009,MOZ,Mozambique,2147169453.0
2010,MOZ,Mozambique,2243068881.0
2011,MOZ,Mozambique,3604118000.0
2012,MOZ,Mozambique,3469851707.0
2007,MRT,Mauritania,1353710449.0
2008,MRT,Mauritania,1627127555.0
2009,MRT,Mauritania,1386576405.0
2010,MRT,Mauritania,1818730529.0
2011,MRT,Mauritania,2457998771.0
2012,MRT,Mauritania,2623807385.0
2007,MSR,Montserrat,2701107.0
2008,MSR,Montserrat,4060340.0
2009,MSR,Montserrat,3148450.0
2010,MSR,Montserrat,1099108.0
2012,MSR,Montserrat,1790740.0
2007,MUS,Mauritius,2228669209.0
2008,MUS,Mauritius,2401466187.0
2009,MUS,Mauritius,1765792104.0
2010,MUS,Mauritius,1849522324.0
2011,MUS,Mauritius,2255420859.0
2012,MUS,Mauritius,2257737340.0
2007,MWI,Malawi,877074646.655
2008,MWI,Malawi,880307905.894
2009,MWI,Malawi,1192452575.095
2010,MWI,Malawi,1108529151.232
2011,MWI,Malawi,1433783186.329
2012,MWI,Malawi,1202988994.184
2007,MYS,Malaysia,175961862673.0
2008,MYS,Malaysia,198702474772.0
2009,MYS,Malaysia,157194831522.0
2010,MYS,Malaysia,198790690678.0
2011,MYS,Malaysia,226992681985.0
2012,MYS,Malaysia,227449499544.0
2007,MYT,Mayotte (Overseas France),7813272.0
2008,MYT,Mayotte (Overseas France),7742338.0
2009,MYT,Mayotte (Overseas France),6780235.0
2007,NAM,Namibia,4040273925.0
2008,NAM,Namibia,4729337437.0
2009,NAM,Namibia,5870619650.0
2010,NAM,Namibia,5848291950.0
2011,NAM,Namibia,5900940853.0
2012,NAM,Namibia,5376995496.0
2007,NCL,New Caledonia,1647802877.0
2008,NCL,New Caledonia,1632085272.0
2009,NCL,New Caledonia,2082815178.0
2010,NCL,New Caledonia,1267587872.0
2011,NCL,New Caledonia,1657544479.0
2012,NCL,New Caledonia,1292925497.0
2007,NER,Niger,627074829.0
2008,NER,Niger,1025554314.0
2009,NER,Niger,628011881.0
2010,NER,Niger,478624848.0
