period,reporterISO,reporterDesc,total_imports_usd
2009,NCL,New Caledonia,2507243131.0
2010,NCL,New Caledonia,3303178426.0
2011,NCL,New Caledonia,3696876341.0
2012,NCL,New Caledonia,3245038558.0
2007,NER,Niger,955684601.0
2008,NER,Niger,1208338950.0
2009,NER,Niger,1627150459.0
2010,NER,Niger,2272515354.0
2011,NER,Niger,1917173453.0
2012,NER,Niger,1687485503.0
2007,NGA,Nigeria,32357346936.0
2008,NGA,Nigeria,28193597338.0
2009,NGA,Nigeria,33906281580.0
2010,NGA,Nigeria,44235268667.0
2011,NGA,Nigeria,63971541901.0
2012,NGA,Nigeria,35872509437.0
2007,NIC,Nicaragua,3537990700.0
2008,NIC,Nicaragua,4744430010.0
2009,NIC,Nicaragua,3478610703.0
2010,NIC,Nicaragua,4190756091.0
2011,NIC,Nicaragua,5047259701.0
2012,NIC,Nicaragua,6029659805.0
2007,NLD,Netherlands,421367715819.0
2008,NLD,Netherlands,494936571084.0
2009,NLD,Netherlands,382190421771.0
2010,NLD,Netherlands,439986633027.0
2011,NLD,Netherlands,507677196141.119
2012,NLD,Netherlands,500607515940.047
2007,NOR,Norway,79997445931.608
2008,NOR,Norway,89447037085.503
2009,NOR,Norway,68438314135.292
2010,NOR,Norway,77330164615.0
2011,NOR,Norway,90783500924.0
2012,NOR,Norway,87307781576.0
2009,NPL,Nepal,3754388923.0
2010,NPL,Nepal,5115880475.0
2011,NPL,Nepal,5915922972.0
2012,NPL,Nepal,6017473926.0
2007,NZL,New Zealand,30890414942.0
2008,NZL,New Zealand,34367334799.0
2009,NZL,New Zealand,25565851005.0
2010,NZL,New Zealand,30521540454.143
2011,NZL,New Zealand,37033857709.369
2012,NZL,New Zealand,38242730516.217
2007,OMN,Oman,16024705822.0
2008,OMN,Oman,22924680538.0
2009,OMN,Oman,17851473901.0
2010,OMN,Oman,19774505523.0
2011,OMN,Oman,23619397677.0
2012,OMN,Oman,28117622531.0
2007,PAK,Pakistan,32593936069.0
2008,PAK,Pakistan,42326567149.0
2009,PAK,Pakistan,31583717824.0
2010,PAK,Pakistan,37537025236.0
2011,PAK,Pakistan,43578259220.0
2012,PAK,Pakistan,43813262458.0
2007,PAN,Panama,13268934578.0
2008,PAN,Panama,15736508943.0
2009,PAN,Panama,13876550265.0
2010,PAN,Panama,16737103355.0
2011,PAN,Panama,23381758781.0
2012,PAN,Panama,27208555218.0
2007,PER,Peru,20368278180.0
2008,PER,Peru,29952802806.0
2009,PER,Peru,21813514041.0
2010,PER,Peru,36252642200.16
2011,PER,Peru,37891035250.21
2012,PER,Peru,58795680784.546
2007,PHL,Philippines,57995660905.0
2008,PHL,Philippines,60419667297.0
2009,PHL,Philippines,45877737349.0
2010,PHL,Philippines,58467803681.0
2011,PHL,Philippines,63692684211.0
2012,PHL,Philippines,65349780522.0
2007,PLW,Palau,116018876.0
2008,PLW,Palau,130093379.0
2009,PLW,Palau,89858672.0
2010,PLW,Palau,107189566.0
2011,PLW,Palau,129180409.0
2012,PLW,Palau,141897239.0
2011,PNG,Papua New Guinea,6105503673.0
2012,PNG,Papua New Guinea,8340687556.0
2007,POL,Poland,164172482403.0
2008,POL,Poland,210478513051.0
2009,POL,Poland,149569835644.0
2010,POL,Poland,174127590293.0
2011,POL,Poland,209191546426.0
2012,POL,Poland,191430111658.0
2007,PRT,Portugal,82267209952.0
2008,PRT,Portugal,94553785723.0
2009,PRT,Portugal,71810896681.0
2010,PRT,Portugal,77682426213.0
2011,PRT,Portugal,82923617602.0
2012,PRT,Portugal,72506492414.0
2007,PRY,Paraguay,5874802002.0
2008,PRY,Paraguay,9061828536.0
2009,PRY,Paraguay,6961625845.0
2010,PRY,Paraguay,10033465850.0
2011,PRY,Paraguay,12366125655.0
2012,PRY,Paraguay,11555136360.0
2007,PSE,State of Palestine,3284034987.725
2008,PSE,State of Palestine,3466168179.026
2009,PSE,State of Palestine,3600785374.217
2010,PSE,State of Palestine,3958511884.497
2011,PSE,State of Palestine,4737646994.0
2012,PSE,State of Palestine,4697355942.0
2007,PYF,French Polynesia,1598157123.0
2008,PYF,French Polynesia,2168695771.0
2009,PYF,French Polynesia,1717055934.0
2010,PYF,French Polynesia,1725757321.0
2011,PYF,French Polynesia,1627726957.0
2012,PYF,French Polynesia,1706270016.0
2007,QAT,Qatar,23429162836.0
2008,QAT,Qatar,27900040521.0
2010,QAT,Qatar,23239545239.0
2012,QAT,Qatar,25211750641.787
2007,ROU,Romania,70414395147.16
2008,ROU,Romania,84285770502.49
2009,ROU,Romania,54344079521.85
2010,ROU,Romania,62006624402.0
2011,ROU,Romania,76365284687.0
2012,ROU,Romania,70259718629.0
2007,RUS,Russian Federation,199725954506.0
2008,RUS,Russian Federation,267051243546.0
2009,RUS,Russian Federation,170826590309.0
2010,RUS,Russian Federation,228911658149.0
2011,RUS,Russian Federation,306091490306.0
2012,RUS,Russian Federation,316192918041.0
2007,RWA,Rwanda,627850822.0
2008,RWA,Rwanda,1070038173.0
2009,RWA,Rwanda,1112015455.0
2010,RWA,Rwanda,1249430057.972
2011,RWA,Rwanda,1528876860.482
2012,RWA,Rwanda,1517638673.898
2007,S19,"Other Asia, nes",219666560529.0
2008,S19,"Other Asia, nes",240678350691.0
2009,S19,"Other Asia, nes",174942558826.0
2010,S19,"Other Asia, nes",251315168442.0
2011,S19,"Other Asia, nes",281315583178.0
2012,S19,"Other Asia, nes",270863152625.0
2007,SAU,Saudi Arabia,87816600598.0
2008,SAU,Saudi Arabia,112273148075.0
2009,SAU,Saudi Arabia,92457155434.0
2010,SAU,Saudi Arabia,103621530060.0
2011,SAU,Saudi Arabia,127962726620.0
2012,SAU,Saudi Arabia,151260012541.0
2007,SDN,Sudan (...2011),9308456883.315
2008,SDN,Sudan (...2011),12123695589.221
2009,SDN,Sudan (...2011),7956321905.501
2010,SDN,Sudan (...2011),11874755636.0
2011,SDN,Sudan (...2011),9546265054.0
2012,SDN,Sudan,6602469747.23
2007,SEN,Senegal,4871391682.0
2008,SEN,Senegal,6527603490.0
2009,SEN,Senegal,4712899438.0
2010,SEN,Senegal,4776840464.926
2011,SEN,Senegal,5908917003.0
2012,SEN,Senegal,6434215834.0
2007,SGP,Singapore,264766012197.0
2008,SGP,Singapore,323019797003.0
2009,SGP,Singapore,247216196618.0
2010,SGP,Singapore,312668834552.333
2011,SGP,Singapore,372498899152.57
2012,SGP,Singapore,385832691727.235
2007,SLB,Solomon Isds,284992585.0
2008,SLB,Solomon Isds,306613510.0
2009,SLB,Solomon Isds,213475896.053
2010,SLB,Solomon Isds,327876714.0
2011,SLB,Solomon Isds,446449662.604
2012,SLB,Solomon Isds,493395041.041
2007,SLV,El Salvador,8820612383.85
2008,SLV,El Salvador,9817654299.93
2009,SLV,El Salvador,7325362174.93
2010,SLV,El Salvador,8416163087.16
2011,SLV,El Salvador,9964507544.15
2012,SLV,El Salvador,10257426891.62
2007,SRB,Serbia,18553606220.0
2008,SRB,Serbia,22875303751.0
2009,SRB,Serbia,16047433276.0
2010,SRB,Serbia,16734509022.0
2011,SRB,Serbia,19861908142.0
2012,SRB,Serbia,18924891223.0
2007,STP,Sao Tome and Principe,79418250.0
2008,STP,Sao Tome and Principe,114045081.0
2009,STP,Sao Tome and Principe,103283149.0
2010,STP,Sao Tome and Principe,112152144.0
2011,STP,Sao Tome and Principe,133712481.0
2012,STP,Sao Tome and Principe,141253970.0
2007,SUR,Suriname,1044268725.0
2008,SUR,Suriname,1304331985.0
2009,SUR,Suriname,1390097805.0
2010,SUR,Suriname,1397499693.0
2011,SUR,Suriname,1637825758.0
2012,SUR,Suriname,1732784865.0
2007,SVK,Slovakia,59207793369.0
2008,SVK,Slovakia,72611558377.0
2009,SVK,Slovakia,55159944855.0
2010,SVK,Slovakia,65645602040.922
2011,SVK,Slovakia,78799145931.063
2012,SVK,Slovakia,76333967704.111
2007,SVN,Slovenia,29476189619.0
2008,SVN,Slovenia,33985543847.0
2009,SVN,Slovenia,23901831218.0
2010,SVN,Slovenia,26591707913.0
2011,SVN,Slovenia,31236842607.0
2012,SVN,Slovenia,28382568378.0
2007,SWE,Sweden,152822698820.0
2008,SWE,Sweden,168981675433.0
2009,SWE,Sweden,119948706612.0
2010,SWE,Sweden,148788238595.0
2011,SWE,Sweden,176944637697.0
2012,SWE,Sweden,164544938291.16
2007,SWZ,Eswatini,1270083232.0
2008,SWZ,Eswatini,1316101634.31
2009,SWZ,Eswatini,1450060915.168
2010,SWZ,Eswatini,2048317044.853
2011,SWZ,Eswatini,3101091434.569
2012,SWZ,Eswatini,1967016510.212
2007,SYC,Seychelles,2457752732.33
2008,SYC,Seychelles,2595728224.003
2009,SYC,Seychelles,2084203760.941
2010,SYC,Seychelles,3549491827.841
2011,SYC,Seychelles,5146943417.905
2012,SYC,Seychelles,2985795231.433
2007,SYR,Syria,14655130254.0
2008,SYR,Syria,18104749275.0
2009,SYR,Syria,15442769571.0
2010,SYR,Syria,17561575593.0
2007,TCA,Turks and Caicos Isds,580593758.0
2008,TCA,Turks and Caicos Isds,591251785.0
2009,TCA,Turks and Caicos Isds,375393512.0
2011,TCA,Turks and Caicos Isds,260185322.0
2012,TCA,Turks and Caicos Isds,268531134.0
2007,TGO,Togo,787098470.0
2008,TGO,Togo,1689261127.745
2009,TGO,Togo,1336640326.285
2010,TGO,Togo,1350349240.807
2011,TGO,Togo,1856364445.448
2012,TGO,Togo,1866514132.483
2007,THA,Thailand,143761449814.0
2008,THA,Thailand,178613109342.0
2009,THA,Thailand,133769638813.0
2010,THA,Thailand,182393379868.0
2011,THA,Thailand,228483302294.0
2012,THA,Thailand,247575852399.0
2007,TON,Tonga,142563265.0
2008,TON,Tonga,165923361.0
2009,TON,Tonga,144620894.0
2010,TON,Tonga,158777385.0
2011,TON,Tonga,192928675.0
2012,TON,Tonga,199169459.0
2007,TTO,Trinidad and Tobago,7662830444.0
2008,TTO,Trinidad and Tobago,9591397375.0
2009,TTO,Trinidad and Tobago,6955437321.0
2010,TTO,Trinidad and Tobago,6479599285.0
2011,TTO,Trinidad and Tobago,9473477938.439
2012,TTO,Trinidad and Tobago,11604235152.605
2007,TUN,Tunisia,19099373217.0
2008,TUN,Tunisia,24638377464.0
2009,TUN,Tunisia,19096173950.0
2010,TUN,Tunisia,22215362061.0
2011,TUN,Tunisia,23952125053.0
2012,TUN,Tunisia,24470606056.0
2007,TUR,Türkiye,170062714501.0
2008,TUR,Türkiye,201963574109.0
2009,TUR,Türkiye,140928421211.0
2010,TUR,Türkiye,185544331852.0
2011,TUR,Türkiye,240841676274.0
2012,TUR,Türkiye,236545140909.0
2008,TUV,Tuvalu,26488947.0
2007,TZA,United Rep. of Tanzania,5919021594.0
2008,TZA,United Rep. of Tanzania,8087734648.0
2009,TZA,United Rep. of Tanzania,6530823093.0
2010,TZA,United Rep. of Tanzania,8012873966.0
2011,TZA,United Rep. of Tanzania,11184220765.0
2012,TZA,United Rep. of Tanzania,11715589144.0
2007,UGA,Uganda,3493354095.0
2008,UGA,Uganda,4525858559.0
2009,UGA,Uganda,4247371346.0
2010,UGA,Uganda,4664338469.0
2011,UGA,Uganda,5630874738.0
2012,UGA,Uganda,6044147372.0
2007,UKR,Ukraine,60600580936.0
2008,UKR,Ukraine,85448380848.0
2009,UKR,Ukraine,45412943890.0
2010,UKR,Ukraine,60737134586.0
2011,UKR,Ukraine,82607537264.0
2012,UKR,Ukraine,84656666978.0
2007,URY,Uruguay,5627662830.0
2008,URY,Uruguay,9069360168.0
2009,URY,Uruguay,6906724905.0
2010,URY,Uruguay,8621757641.0
2011,URY,Uruguay,10726377515.0
2012,URY,Uruguay,11652107818.0
2007,USA,USA,2017120776311.0
2008,USA,USA,2164834031060.0
2009,USA,USA,1601895815130.0
2010,USA,USA,1968259900993.0
2011,USA,USA,2263619062869.0
2012,USA,USA,2334677716383.0
2007,VCT,Saint Vincent and the Grenadines,326687511.0
2008,VCT,Saint Vincent and the Grenadines,373180796.0
2009,VCT,Saint Vincent and the Grenadines,333490161.0
2010,VCT,Saint Vincent and the Grenadines,379498171.0
2011,VCT,Saint Vincent and the Grenadines,383476910.0
2012,VCT,Saint Vincent and the Grenadines,403242335.0
2007,VEN,Venezuela,41911000000.0
2008,VEN,Venezuela,47450066625.0
2009,VEN,Venezuela,38676637470.0
2010,VEN,Venezuela,32342886987.0
2011,VEN,Venezuela,48725656517.0
2012,VEN,Venezuela,59073186152.0
2007,VNM,Viet Nam,62764687710.0
2008,VNM,Viet Nam,80713829087.0
2009,VNM,Viet Nam,69948810000.0
2010,VNM,Viet Nam,84838552670.0
2011,VNM,Viet Nam,106749853535.0
2012,VNM,Viet Nam,113780430859.0
2007,VUT,Vanuatu,201713524.0
2009,VUT,Vanuatu,277511435.0
2010,VUT,Vanuatu,276007294.0
2011,VUT,Vanuatu,280646739.0
2007,WSM,Samoa,265606784.0
2008,WSM,Samoa,287905445.0
2009,WSM,Samoa,230538859.0
2010,WSM,Samoa,309847819.0
2011,WSM,Samoa,345905720.0
2012,WSM,Samoa,345515175.0
2007,YEM,Yemen,8510708299.0
2008,YEM,Yemen,10546160169.0
2009,YEM,Yemen,9184846734.0
2010,YEM,Yemen,9255368349.0
2011,YEM,Yemen,10033590105.0
2012,YEM,Yemen,11259564178.0
2007,ZAF,South Africa,79872587204.0
2008,ZAF,South Africa,87593067645.0
2009,ZAF,South Africa,63766057981.0
2010,ZAF,South Africa,82795945685.887
2011,ZAF,South Africa,102793028690.571
2012,ZAF,South Africa,104135663360.337
2007,ZMB,Zambia,3868435349.0
2008,ZMB,Zambia,4914488362.578
2009,ZMB,Zambia,3777785028.425
2010,ZMB,Zambia,5305797332.88
2011,ZMB,Zambia,7275453293.698
2012,ZMB,Zambia,8770730015.453
2007,ZWE,Zimbabwe,3183028819.425
2008,ZWE,Zimbabwe,1919571100.271
2009,ZWE,Zimbabwe,5719474473.651
2010,ZWE,Zimbabwe,5337325806.31
2011,ZWE,Zimbabwe,7984010388.07
2012,ZWE,Zimbabwe,6967592662.28
