period,reporterISO,reporterDesc,total_imports_usd
1995,ISR,Israel,28344295424.0
1996,ISR,Israel,29948534000.0
1997,ISR,Israel,29022651000.0
1998,ISR,Israel,27468924928.0
1999,ISR,Israel,31085575000.0
2000,ISR,Israel,35742024000.0
1995,ITA,Italy,200319909888.0
1996,ITA,Italy,208116039680.0
1997,ITA,Italy,208317104128.0
1998,ITA,Italy,215590076416.0
1999,ITA,Italy,220056096159.0
2000,ITA,Italy,229908350603.466
1996,JAM,Jamaica,2916350022.0
1997,JAM,Jamaica,3112902144.0
1998,JAM,Jamaica,2985440512.0
1999,JAM,Jamaica,2903630592.0
2000,JAM,Jamaica,3191649483.0
1995,JOR,Jordan,3696379904.0
1997,JOR,Jordan,3842759936.0
1998,JOR,Jordan,3828449280.0
1999,JOR,Jordan,3676804864.0
2000,JOR,Jordan,4538913120.0
1995,JPN,Japan,336094174831.0
1996,JPN,Japan,349186101626.0
1997,JPN,Japan,338842341435.0
1998,JPN,Japan,280633850895.0
1999,JPN,Japan,309994471698.0
2000,JPN,Japan,379708376255.0
1995,KAZ,Kazakhstan,3805116965.0
1996,KAZ,Kazakhstan,4238591469.0
1997,KAZ,Kazakhstan,4298612927.0
1998,KAZ,Kazakhstan,4256615424.0
1999,KAZ,Kazakhstan,3639171771.0
2000,KAZ,Kazakhstan,4987038900.0
1997,KEN,Kenya,3278425088.0
1998,KEN,Kenya,3301758976.0
1999,KEN,Kenya,2785610955.0
2000,KEN,Kenya,2891517265.0
1995,KGZ,Kyrgyzstan,522362688.0
1996,KGZ,Kyrgyzstan,837931840.0
2000,KGZ,Kyrgyzstan,554113511.0
2000,KHM,Cambodia,1438774687.0
1995,KIR,Kiribati,34049980.0
1996,KIR,Kiribati,38038492.0
1997,KIR,Kiribati,38944756.0
1998,KIR,Kiribati,32577468.0
1999,KIR,Kiribati,40968212.0
1995,KNA,Saint Kitts and Nevis,132256944.0
1996,KNA,Saint Kitts and Nevis,145850240.0
1997,KNA,Saint Kitts and Nevis,147167824.0
1999,KNA,Saint Kitts and Nevis,152771968.0
2000,KNA,Saint Kitts and Nevis,195731485.0
1995,KOR,Rep. of Korea,135112900608.0
1996,KOR,Rep. of Korea,150334291968.0
1997,KOR,Rep. of Korea,144614211584.0
1998,KOR,Rep. of Korea,93280911360.0
1999,KOR,Rep. of Korea,119751244431.0
2000,KOR,Rep. of Korea,160479262799.0
2000,KWT,Kuwait,7156496202.0
1997,LBN,Lebanon,7437826048.0
1998,LBN,Lebanon,7053862912.0
1999,LBN,Lebanon,6205816832.0
2000,LBN,Lebanon,6226795136.0
1995,LCA,Saint Lucia,306020288.0
1996,LCA,Saint Lucia,313504864.0
1997,LCA,Saint Lucia,332204000.0
1998,LCA,Saint Lucia,328167360.0
1999,LCA,Saint Lucia,354544192.0
2000,LCA,Saint Lucia,355056465.0
1999,LKA,Sri Lanka,5338225152.0
2000,LKA,Sri Lanka,6177815058.0
2000,LSO,Lesotho,302619989.25
1995,LTU,Lithuania,3648539392.0
1996,LTU,Lithuania,4558530048.0
1997,LTU,Lithuania,5643365888.0
1998,LTU,Lithuania,5793748992.0
1999,LTU,Lithuania,4834490072.0
2000,LTU,Lithuania,5456480316.0
1999,LUX,Luxembourg,10346585824.0
2000,LUX,Luxembourg,10592383579.0
1995,LVA,Latvia,1818007680.0
1996,LVA,Latvia,2319496960.0
1997,LVA,Latvia,2720941056.0
1998,LVA,Latvia,3191363072.0
1999,LVA,Latvia,2946780984.0
2000,LVA,Latvia,2541534185.442
1995,MAC,"China, Macao SAR",2025300224.0
1996,MAC,"China, Macao SAR",1991975040.0
1997,MAC,"China, Macao SAR",2076626176.0
1998,MAC,"China, Macao SAR",1947667072.0
1999,MAC,"China, Macao SAR",2035867008.0
2000,MAC,"China, Macao SAR",2182373147.115
1995,MAR,Morocco,8540476416.0
1996,MAR,Morocco,8253436928.0
1997,MAR,Morocco,7877528576.0
1998,MAR,Morocco,10287315968.0
1999,MAR,Morocco,10787588096.0
2000,MAR,Morocco,11537436321.51
1995,MDA,Rep. of Moldova,840707392.0
1996,MDA,Rep. of Moldova,1072267520.0
1997,MDA,Rep. of Moldova,746783370.0
1998,MDA,Rep. of Moldova,1023449920.0
1999,MDA,Rep. of Moldova,586569984.0
2000,MDA,Rep. of Moldova,776993793.0
1995,MDG,Madagascar,549520064.0
1996,MDG,Madagascar,602119488.0
1997,MDG,Madagascar,573047296.0
1998,MDG,Madagascar,556789568.0
1999,MDG,Madagascar,505340536.0
2000,MDG,Madagascar,990196731.625
1995,MDV,Maldives,267906544.0
1996,MDV,Maldives,301655456.0
1997,MDV,Maldives,348840832.0
1998,MDV,Maldives,353963520.0
1999,MDV,Maldives,402151232.0
2000,MDV,Maldives,388585928.0
1995,MEX,Mexico,72452988928.0
1996,MEX,Mexico,89355034624.0
1997,MEX,Mexico,111983247360.0
1998,MEX,Mexico,125323755520.0
1999,MEX,Mexico,141955596288.0
2000,MEX,Mexico,174397202141.0
1995,MKD,North Macedonia,1718889856.0
1996,MKD,North Macedonia,1626900864.0
1997,MKD,North Macedonia,1778488832.0
1998,MKD,North Macedonia,1914646016.0
1999,MKD,North Macedonia,1776133248.0
2000,MKD,North Macedonia,2093871485.1
1996,MLI,Mali,790290880.0
1997,MLI,Mali,680801472.0
1998,MLI,Mali,834329344.0
1999,MLI,Mali,827144704.0
2000,MLI,Mali,707498610.0
1995,MLT,Malta,2941744384.0
1996,MLT,Malta,2802324992.0
1997,MLT,Malta,2553495296.0
1998,MLT,Malta,2666498816.0
1999,MLT,Malta,2840153600.0
2000,MLT,Malta,3399959136.0
1996,MNG,Mongolia,450924416.0
1997,MNG,Mongolia,467845248.0
1998,MNG,Mongolia,488870432.0
1999,MNG,Mongolia,510288928.0
2000,MNG,Mongolia,614507473.0
1995,MOZ,Mozambique,726980000.0
1996,MOZ,Mozambique,782642000.0
1997,MOZ,Mozambique,760048567.0
2000,MOZ,Mozambique,1162278102.0
2000,MRT,Mauritania,353643891.0
1999,MSR,Montserrat,21886272.0
2000,MSR,Montserrat,21610662.0
1995,MTQ,Martinique (Overseas France),1969808128.0
1995,MUS,Mauritius,2000460544.0
1996,MUS,Mauritius,2276909824.0
1997,MUS,Mauritius,2230989824.0
1998,MUS,Mauritius,2182512896.0
1999,MUS,Mauritius,2275922616.0
2000,MUS,Mauritius,2082724336.0
1995,MWI,Malawi,500404224.0
1999,MWI,Malawi,645381248.0
2000,MWI,Malawi,532072949.0
1995,MYS,Malaysia,77045596053.0
1996,MYS,Malaysia,77904686076.0
1997,MYS,Malaysia,78433583104.0
1998,MYS,Malaysia,57759420674.0
1999,MYS,Malaysia,64939219363.0
2000,MYS,Malaysia,81957250044.0
2000,MYT,Mayotte (Overseas France),138722553.0
2000,NAM,Namibia,1418673303.0
1999,NCL,New Caledonia,1008075264.0
2000,NCL,New Caledonia,1017362240.0
1995,NER,Niger,344552704.0
1996,NER,Niger,365478304.0
1997,NER,Niger,345074112.0
1998,NER,Niger,419976896.0
1999,NER,Niger,394766272.0
2000,NER,Niger,325924521.0
1996,NGA,Nigeria,5335465045.0
1997,NGA,Nigeria,6363504760.0
1998,NGA,Nigeria,5764245504.0
1999,NGA,Nigeria,4482496512.0
2000,NGA,Nigeria,5817035398.0
1995,NIC,Nicaragua,1009202688.0
1996,NIC,Nicaragua,1076145152.0
1997,NIC,Nicaragua,1469732480.0
1998,NIC,Nicaragua,1532107904.0
1999,NIC,Nicaragua,1723042302.0
2000,NIC,Nicaragua,1720595943.0
1995,NLD,Netherlands,157929373696.0
1996,NLD,Netherlands,160895811584.0
1997,NLD,Netherlands,162359656448.0
1998,NLD,Netherlands,156727887912.0
1999,NLD,Netherlands,167875451178.0
2000,NLD,Netherlands,198926887688.0
1995,NOR,Norway,32705843200.0
1996,NOR,Norway,34309140480.0
1997,NOR,Norway,35768274944.0
1998,NOR,Norway,37477687296.0
1999,NOR,Norway,34172692480.0
2000,NOR,Norway,34488737279.33
1998,NPL,Nepal,1313165952.0
1999,NPL,Nepal,1347482240.0
2000,NPL,Nepal,1557922304.0
1995,NZL,New Zealand,13957637117.0
1996,NZL,New Zealand,14724176806.0
1997,NZL,New Zealand,14518500352.0
1998,NZL,New Zealand,11334582272.0
1999,NZL,New Zealand,14318347193.0
2000,NZL,New Zealand,13904403112.0
1995,OMN,Oman,4248550400.0
1996,OMN,Oman,4577818624.0
1997,OMN,Oman,5025955328.0
1998,OMN,Oman,5681500672.0
1999,OMN,Oman,4673690112.0
2000,OMN,Oman,5039254818.0
1995,PAN,Panama,2510697984.0
1996,PAN,Panama,2779702016.0
1997,PAN,Panama,2991000320.0
1998,PAN,Panama,3397274624.0
1999,PAN,Panama,3515188117.0
2000,PAN,Panama,3404646360.0
1995,PER,Peru,7584036864.0
1996,PER,Peru,7947168768.0
1997,PER,Peru,8558284288.0
1998,PER,Peru,8220255744.0
1999,PER,Peru,6822840670.0
2000,PER,Peru,7414903057.0
1996,PHL,Philippines,34701185024.0
1997,PHL,Philippines,38580924416.0
1998,PHL,Philippines,31529863168.0
1999,PHL,Philippines,32568125440.0
2000,PHL,Philippines,37007401766.0
1998,PNG,Papua New Guinea,1360059904.0
2000,PNG,Papua New Guinea,1036267542.0
1995,POL,Poland,29019476000.0
1996,POL,Poland,36990042112.0
1997,POL,Poland,42257501906.0
1998,POL,Poland,47003859000.0
1999,POL,Poland,45876120000.0
2000,POL,Poland,48127384000.0
1995,PRT,Portugal,33565130752.0
1996,PRT,Portugal,34121867264.0
1997,PRT,Portugal,34440638464.0
1998,PRT,Portugal,37048459264.0
1999,PRT,Portugal,39828577376.0
2000,PRT,Portugal,39878842403.0
1995,PRY,Paraguay,3135867904.0
1996,PRY,Paraguay,3107341568.0
1997,PRY,Paraguay,3403352320.0
1998,PRY,Paraguay,2896688384.0
1999,PRY,Paraguay,1905851232.0
2000,PRY,Paraguay,2260213919.0
1996,PYF,French Polynesia,1015206784.0
1997,PYF,French Polynesia,935016960.0
1998,PYF,French Polynesia,1107377024.0
1999,PYF,French Polynesia,927005761.0
2000,PYF,French Polynesia,976563653.0
2000,QAT,Qatar,3252249600.0
1995,REU,Réunion (Overseas France),2711079680.0
1995,ROU,Romania,10277897216.0
1996,ROU,Romania,11435274240.0
1997,ROU,Romania,11279739904.0
1998,ROU,Romania,11835426816.0
1999,ROU,Romania,10395266048.0
2000,ROU,Romania,13054487960.27
1996,RUS,Russian Federation,61147000000.0
1997,RUS,Russian Federation,66326577152.0
1998,RUS,Russian Federation,43711339493.0
1999,RUS,Russian Federation,30291545551.0
2000,RUS,Russian Federation,33880091843.0
1996,RWA,Rwanda,234100080.0
1997,RWA,Rwanda,285468864.0
1998,RWA,Rwanda,293061184.0
1999,RWA,Rwanda,251019696.0
1997,S19,"Other Asia, nes",114363883520.0
1998,S19,"Other Asia, nes",104652357632.0
1999,S19,"Other Asia, nes",110946459648.0
2000,S19,"Other Asia, nes",139990983306.0
1995,SAU,Saudi Arabia,28085112832.0
1996,SAU,Saudi Arabia,27764922368.0
1998,SAU,Saudi Arabia,30012264448.0
1999,SAU,Saudi Arabia,28031635613.0
2000,SAU,Saudi Arabia,28398740298.0
1996,SCG,Serbia and Montenegro (...2005),4101850880.0
1997,SCG,Serbia and Montenegro (...2005),4799141888.0
1998,SCG,Serbia and Montenegro (...2005),4849333760.0
1999,SCG,Serbia and Montenegro (...2005),3295209984.0
2000,SCG,Serbia and Montenegro (...2005),3710596000.0
1995,SDN,Sudan (...2011),1184930816.0
1996,SDN,Sudan (...2011),1072805888.0
1997,SDN,Sudan (...2011),1633988224.0
1998,SDN,Sudan (...2011),2058598784.0
1999,SDN,Sudan (...2011),992804928.0
2000,SDN,Sudan (...2011),1657483018.962
1996,SEN,Senegal,2134253440.0
1997,SEN,Senegal,1706332928.0
1998,SEN,Senegal,1573858432.0
1999,SEN,Senegal,1604359110.0
2000,SEN,Senegal,1546910031.0
1995,SGP,Singapore,124503449600.0
1996,SGP,Singapore,131339984705.0
1997,SGP,Singapore,132441673839.0
1998,SGP,Singapore,101731540992.0
1999,SGP,Singapore,111060866386.0
2000,SGP,Singapore,134545794204.0
1996,SLB,Solomon Isds,162916223.0
2000,SLE,Sierra Leone,151688951.0
1995,SLV,El Salvador,2627658752.0
1996,SLV,El Salvador,2670085888.0
1997,SLV,El Salvador,2961483008.0
1998,SLV,El Salvador,3108029184.0
1999,SLV,El Salvador,3128087329.0
2000,SLV,El Salvador,5620606279.48
1999,STP,Sao Tome and Principe,38008344.0
2000,STP,Sao Tome and Principe,29767743.0
1995,SUR,Suriname,582819008.0
1996,SUR,Suriname,455923520.0
1999,SUR,Suriname,505790016.0
2000,SUR,Suriname,526447788.0
1995,SVK,Slovakia,8161863680.0
1996,SVK,Slovakia,9409979392.0
1997,SVK,Slovakia,11726973952.0
1998,SVK,Slovakia,13070530560.0
1999,SVK,Slovakia,11130500282.0
2000,SVK,Slovakia,12774126851.0
1995,SVN,Slovenia,9491651584.0
1996,SVN,Slovenia,9420645376.0
1997,SVN,Slovenia,9365660672.0
1998,SVN,Slovenia,10110369792.0
1999,SVN,Slovenia,10081416835.0
2000,SVN,Slovenia,10114677691.0
1995,SWE,Sweden,61646684160.0
